ResourceID,area_name,area_name_type,address_number_street,city,description,map
7c74eb66-9b23-4944-899c-f0a06eecf1c1,6 Killdeer Court,Former,6 Killdeer Court,London,In congue. Etiam justo. Etiam pretium iaculis justo.,"MULTIPOLYGON (((-0.1009868 51.53243584,-0.10134955 51.53189542,-0.10144858 51.53192031,-0.10138563 51.5319951,-0.10147096 51.53202688,-0.10145963 51.53203928,-0.10139788 51.53201598,-0.10128577 51.53217046,-0.10141311 51.53220444,-0.1014008 51.53222313,-0.1012824 51.53219261,-0.10109555 51.53246251,-0.1009868 51.53243584)))"
fa912fb3-c224-4753-a70d-b670ff962297,5 Merchant Street,Former,5 Merchant Street,London,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","MULTIPOLYGON (((-0.10135649 51.53268148,-0.10083362 51.53263471,-0.10089021 51.53254642,-0.10124315 51.53258145,-0.10124669 51.532569,-0.10137725 51.53260547,-0.10135649 51.53268148)))"
a4433656-4a4f-4e53-9298-8376640bfe57,2 Longview Center,Alternative,2 Longview Center,London,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","MULTIPOLYGON (((-0.10051172 51.53257428,-0.10111801 51.53160067,-0.10126152 51.53166531,-0.10059751 51.53266443,-0.10028001 51.53263348,-0.10009198 51.53256452,-0.10018744 51.53246382,-0.10030146 51.53250604,-0.10025375 51.5325541,-0.10050501 51.53259351,-0.10051172 51.53257428)))"
d054652c-7485-464a-95a1-789129823fc9,15 Moose Place,Latest,15 Moose Place,London,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","MULTIPOLYGON (((-0.10018525 51.53243321,-0.10054188 51.53190528,-0.10067696 51.53195072,-0.10033192 51.53249134,-0.10018525 51.53243321)))"
9c1fbe48-ad11-472a-aa32-2de0e032e546,690 Oxford Circle,Alternative,690 Oxford Circle,London,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"MULTIPOLYGON (((-0.0989462 51.53475766,-0.09986436 51.53365414,-0.10038558 51.53376519,-0.10032016 51.53384038,-0.09986418 51.53374163,-0.09982617 51.53378526,-0.09989966 51.53380722,-0.09979271 51.53394479,-0.09985403 51.53396457,-0.09994033 51.53386238,-0.09998669 51.53387779,-0.09978055 51.5341328,-0.09966148 51.53409059,-0.09950509 51.53427969,-0.09958367 51.53430749,-0.09967827 51.53420327,-0.09971096 51.53421459,-0.09957701 51.53437383,-0.09945664 51.53433178,-0.09918319 51.53467949,-0.09907282 51.53464299,-0.09901833 51.5346877,-0.09943751 51.53488792,-0.09935136 51.5349519,-0.0989462 51.53475766)))"
00ca53ea-334f-43da-92e7-82c143741045,7735 Fieldstone Crossing,Latest,7735 Fieldstone Crossing,London,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,"MULTIPOLYGON (((-0.10016673 51.5331033,-0.10023655 51.53296729,-0.10035628 51.5329901,-0.10028946 51.53312687,-0.10016673 51.5331033)))"
da6fba34-cb44-4073-bb3d-aeb5e5b41cb4,174 Mendota Court,Alternative,174 Mendota Court,London,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","MULTIPOLYGON (((-0.10027438 51.53190274,-0.10010022 51.5318091,-0.10020666 51.53172854,-0.10024827 51.53175079,-0.10019244 51.53179305,-0.10028561 51.53184088,-0.1003414 51.53179951,-0.10038304 51.53182087,-0.10027438 51.53190274)))"
67ffeb7f-2e4a-4af5-a4fb-59ce76be0cbc,2228 Algoma Street,Primary,2228 Algoma Street,London,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","MULTIPOLYGON (((-0.09997168 51.53350417,-0.10012011 51.53321171,-0.10024703 51.53323517,-0.10010444 51.53353267,-0.09997168 51.53350417)))"
efd50c72-5684-4f8b-8133-e7cfc4771dab,400 Dakota Park,Primary,400 Dakota Park,London,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","MULTIPOLYGON (((-0.09929494 51.5314395,-0.10029452 51.53196629,-0.10013336 51.5320866,-0.09913603 51.53155787,-0.09929494 51.5314395)))"
e05e69e7-f5c7-4d0b-b66e-f14c5d6b2f0f,48 Red Cloud Pass,Primary,48 Red Cloud Pass,London,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","MULTIPOLYGON (((-0.10007549 51.53179701,-0.09990271 51.53170473,-0.10001058 51.53162465,-0.10005148 51.53164644,-0.09999638 51.53168871,-0.100086 51.53173513,-0.10014035 51.53169374,-0.10018275 51.53171421,-0.10007549 51.53179701)))"
96063781-6266-403a-a128-e4ceaeedc73b,0 Fieldstone Plaza,Latest,0 Fieldstone Plaza,London,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","MULTIPOLYGON (((-0.10435708 51.52615962,-0.10436919 51.52617348,-0.10475898 51.52617411,-0.10483819 51.52617953,-0.10493243 51.52624292,-0.10488379 51.52712619,-0.10464678 51.5271229,-0.10465039 51.52660886,-0.10425532 51.52660697,-0.10421757 51.52650942,-0.10419848 51.52643088,-0.1041759 51.52587441,-0.10422313 51.52586529,-0.10451572 51.52607837,-0.10435708 51.52615962)))"
134af445-a970-4978-ac4d-db2144c00df6,1 Tomscot Avenue,Latest,1 Tomscot Avenue,London,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","MULTIPOLYGON (((-0.10312409 51.52740439,-0.10316098 51.52748098,-0.1031851 51.52747642,-0.10329339 51.52770146,-0.10305329 51.52774461,-0.10308252 51.52780443,-0.10371589 51.52768877,-0.10380936 51.52788542,-0.10285558 51.52806154,-0.10276147 51.52786308,-0.10297869 51.52782253,-0.10295616 51.52777496,-0.10251911 51.52785305,-0.10261745 51.52806758,-0.10234063 51.52812021,-0.10223704 51.52790361,-0.10210352 51.52792843,-0.10205567 51.52783098,-0.10196992 51.52784758,-0.10213146 51.52819236,-0.10118248 51.52836378,-0.10093224 51.52783618,-0.10188462 51.52766608,-0.10194081 51.52778488,-0.1029514 51.52760151,-0.10288412 51.52746175,-0.10289846 51.52744625,-0.10311116 51.52741012,-0.10311157 51.52740033,-0.10298574 51.52737536,-0.10305596 51.52723981,-0.10401954 51.52695585,-0.10411948 51.52693408,-0.10459627 51.52766559,-0.1045629 51.52768808,-0.10439561 51.5276548,-0.10419426 51.52757376,-0.10418699 51.5275579,-0.10406101 51.52758869,-0.10312601 51.52740326,-0.10312409 51.52740439),(-0.10350504 51.52720849,-0.10339823 51.52723941,-0.10347277 51.5273398,-0.10357958 51.52730888,-0.10350504 51.52720849)))"
79f035f2-4498-4cb4-bfe4-dc66c1f713e3,00 Sloan Drive,Former,00 Sloan Drive,London,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.","MULTIPOLYGON (((-0.10451422 51.52769745,-0.10448221 51.52775988,-0.10433609 51.52773063,-0.10436809 51.52766829,-0.10451422 51.52769745)))"
e90255f3-b05a-4aa6-a5d5-022c32c491bd,387 Grayhawk Crossing,Latest,387 Grayhawk Crossing,London,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","MULTIPOLYGON (((-0.10390621 51.52788267,-0.10379461 51.52765048,-0.10404077 51.52760725,-0.10414848 51.52783587,-0.10390621 51.52788267)))"
34737fb3-5bec-4ebd-96df-54f1056cf557,66519 Golf Course Junction,Alternative,66519 Golf Course Junction,London,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","MULTIPOLYGON (((-0.10326888 51.52855832,-0.10311787 51.52823394,-0.10404873 51.52806123,-0.10408101 51.52813081,-0.10383762 51.52817679,-0.10387665 51.52826105,-0.10377208 51.52827959,-0.10373372 51.52819669,-0.10325999 51.5282866,-0.10338291 51.52853768,-0.10326888 51.52855832)))"
435fddd3-c6cc-4619-8f12-b7a15492b274,59361 Almo Lane,Alternative,59361 Almo Lane,London,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","MULTIPOLYGON (((-0.10373823 51.52688044,-0.1035936 51.52666624,-0.10349832 51.52669023,-0.10347772 51.52665861,-0.1035711 51.5266353,-0.1034534 51.52645993,-0.10367246 51.52640241,-0.1039512 51.52681716,-0.10382404 51.52685557,-0.10378594 51.526801,-0.10374511 51.52681203,-0.10378386 51.52686841,-0.10373823 51.52688044)))"
ee3fe452-09a3-484d-b398-a2376076fc3e,10201 Old Shore Drive,Alternative,10201 Old Shore Drive,London,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","MULTIPOLYGON (((-0.10329185 51.52691989,-0.10321522 51.52681425,-0.10337933 51.52676798,-0.10351386 51.52694758,-0.10326253 51.52701834,-0.10321007 51.52694159,-0.10329185 51.52691989)))"
99e200e1-e4d9-49b5-b41c-7b602064cc0c,3 Pond Drive,Latest,3 Pond Drive,London,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","MULTIPOLYGON (((-0.10352104 51.52608091,-0.10335278 51.52612315,-0.1031404 51.52618626,-0.10304213 51.52601876,-0.10343099 51.52594097,-0.10346303 51.52595048,-0.10352104 51.52608091)))"
795548b9-3b09-4c00-a9d7-612435177737,48884 Parkside Trail,Latest,48884 Parkside Trail,London,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.","MULTIPOLYGON (((-0.10292356 51.52634291,-0.10310982 51.52661336,-0.10345299 51.52652179,-0.10349752 51.52659148,-0.10306326 51.52670703,-0.10304734 51.52670857,-0.10294156 51.52655848,-0.10284733 51.52658484,-0.10282717 51.52655663,-0.10292357 51.52653004,-0.10281268 51.52637115,-0.10292356 51.52634291)))"
be98a379-f6db-4c81-9abc-d9e8feca70b4,48660 Forster Park,Alternative,48660 Forster Park,London,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","MULTIPOLYGON (((-0.10218839 51.52687543,-0.10216148 51.52682913,-0.10227649 51.52680221,-0.10228678 51.5268183,-0.10272712 51.52689988,-0.10277178 51.52681409,-0.10287994 51.52683401,-0.10284197 51.52690821,-0.1030629 51.52694802,-0.10310558 51.52693747,-0.10317855 51.52703757,-0.10311945 51.5270546,-0.10218839 51.52687543)))"
68232372-bc1e-4b07-a331-63d68604ac5b,0 Schiller Place,Primary,0 Schiller Place,London,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","MULTIPOLYGON (((-0.10227579 51.52623324,-0.10245844 51.52650031,-0.10280321 51.52640832,-0.10285379 51.52648153,-0.10240459 51.52659926,-0.10239156 51.52660039,-0.10228467 51.52644957,-0.10218959 51.52647555,-0.10217043 51.52644763,-0.10226754 51.52642123,-0.10215898 51.52626526,-0.10227579 51.52623324)))"
6bcbbdea-2ff8-44b2-b78a-01f776b178f4,7 Pearson Junction,Alternative,7 Pearson Junction,London,Sed ante. Vivamus tortor. Duis mattis egestas metus.,"MULTIPOLYGON (((-0.10276886 51.52730387,-0.10272192 51.52730599,-0.10271499 51.52724724,-0.10276193 51.52724512,-0.10276886 51.52730387)))"
875a23fc-232c-4c2a-9de7-ddf479884010,9 Talmadge Court,Alternative,9 Talmadge Court,London,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","MULTIPOLYGON (((-0.10233812 51.52731713,-0.10233923 51.52731113,-0.10234207 51.52730533,-0.10234633 51.52729991,-0.10235216 51.52729506,-0.10235911 51.52729086,-0.10236718 51.52728748,-0.10237607 51.5272851,-0.1023855 51.52728373,-0.10239517 51.52728335,-0.10240495 51.52728404,-0.10241425 51.52728572,-0.10242293 51.52728838,-0.10243071 51.52729201,-0.1024373 51.52729644,-0.10244271 51.52730147,-0.10244652 51.52730702,-0.10244887 51.5273129,-0.10244948 51.52731894,-0.10244837 51.52732494,-0.10244553 51.52733074,-0.10244127 51.52733616,-0.10243545 51.52734101,-0.1024285 51.52734521,-0.10242043 51.52734859,-0.10241154 51.52735096,-0.10240211 51.52735234,-0.10239229 51.52735272,-0.10238266 51.52735203,-0.10237336 51.52735035,-0.10236467 51.52734769,-0.1023569 51.52734406,-0.1023503 51.52733963,-0.10234489 51.5273346,-0.10234108 51.52732905,-0.10233873 51.52732317,-0.10233812 51.52731713)))"
aea9cc70-836f-4cdf-a3ff-c19951e502a2,9938 Bashford Crossing,Latest,9938 Bashford Crossing,London,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","MULTIPOLYGON (((-0.10171662 51.52670719,-0.10161098 51.52670287,-0.10136089 51.52666735,-0.10141088 51.52658848,-0.10157449 51.52660965,-0.10173474 51.52662169,-0.10182633 51.52662047,-0.1020205 51.52659664,-0.10213322 51.52657283,-0.10214649 51.52658294,-0.10219853 51.52664898,-0.1021744 51.52665713,-0.1020102 51.5266882,-0.10171693 51.52671367,-0.10171662 51.52670719)))"
933e4242-7b6b-413e-8524-45b61e7b93f8,7 American Lane,Latest,7 American Lane,London,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.","MULTIPOLYGON (((-0.10187102 51.52712298,-0.10089108 51.52692682,-0.10098732 51.52672038,-0.10103605 51.52671335,-0.10168201 51.52684268,-0.10171735 51.5268143,-0.10173357 51.52687157,-0.10182349 51.52686547,-0.10182919 51.52689839,-0.10173211 51.52689277,-0.10170921 51.52694069,-0.10133616 51.52686694,-0.10130315 51.52692917,-0.10179032 51.52702528,-0.10185636 51.52690027,-0.10185578 51.52690017,-0.10181964 51.52681595,-0.10194623 51.52678788,-0.10199656 51.52687772,-0.10187102 51.52712298)))"
24571e95-2989-43c8-b560-b6aedb3592ef,377 Shopko Point,Alternative,377 Shopko Point,London,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","MULTIPOLYGON (((-0.10083281 51.52770013,-0.1005542 51.52716866,-0.10092965 51.52710172,-0.10098323 51.52721382,-0.10080731 51.52724578,-0.10086248 51.52736807,-0.10126133 51.52736266,-0.10125125 51.52734496,-0.1014036 51.5273735,-0.1014309 51.52744498,-0.10145268 51.52744129,-0.10148065 51.5274966,-0.1015679 51.52747868,-0.1015993 51.52741687,-0.10141257 51.52737976,-0.10148946 51.52722948,-0.10179414 51.52729035,-0.10168443 51.52751923,-0.10083281 51.52770013),(-0.10152608 51.52733682,-0.10150424 51.52738008,-0.10160649 51.52740017,-0.10162832 51.52735691,-0.10152608 51.52733682),(-0.10085454 51.52745499,-0.10092711 51.52759582,-0.10141867 51.52749631,-0.10128984 51.52743955,-0.10092716 51.52744223,-0.10085454 51.52745499)))"
e5bcf7b8-c5df-4004-b883-f6aedfff1e35,6 Schlimgen Place,Primary,6 Schlimgen Place,London,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","MULTIPOLYGON (((-0.10077545 51.52658053,-0.10089233 51.52681012,-0.10083445 51.52691916,-0.10042887 51.52684065,-0.100405 51.52682543,-0.10029007 51.52656629,-0.10146607 51.52634307,-0.10151129 51.52643436,-0.10077545 51.52658053),(-0.10055371 51.52669879,-0.10073262 51.52666068,-0.10069416 51.52658362,-0.10051314 51.5266172,-0.10055371 51.52669879)))"
cacdfd7d-9d24-44ba-ab04-ede436937d0a,60434 Bayside Plaza,Alternative,60434 Bayside Plaza,London,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","MULTIPOLYGON (((-0.10104136 51.52714013,-0.10124939 51.52718171,-0.10118661 51.52730479,-0.10097853 51.52726438,-0.10104136 51.52714013)))"
6abcf38d-f766-449d-aefb-795c382f2fff,72659 Del Mar Court,Primary,72659 Del Mar Court,London,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,"MULTIPOLYGON (((-0.09987688 51.52759859,-0.09971589 51.52723071,-0.09994069 51.52719155,-0.10010117 51.52756149,-0.09987688 51.52759859)))"
a04c19b4-666f-44e1-9e19-8197651234e9,687 Hagan Street,Former,687 Hagan Street,London,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.","MULTIPOLYGON (((-0.09853189 51.52809855,-0.09817826 51.52815702,-0.09814528 51.52808005,-0.09991124 51.52778098,-0.09994784 51.52786457,-0.09863049 51.52808486,-0.09853189 51.52809855)))"
475b23e9-ec90-436c-94d5-d24bd51027fb,21 Red Cloud Circle,Latest,21 Red Cloud Circle,London,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.","MULTIPOLYGON (((-0.0998117 51.52713865,-0.09971059 51.52690096,-0.09979192 51.52688654,-0.09989445 51.5271247,-0.0998117 51.52713865)))"
cd9b83f4-b9dd-43b6-a275-8418228ac055,00233 Oakridge Crossing,Latest,00233 Oakridge Crossing,London,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","MULTIPOLYGON (((-0.09966341 51.52722033,-0.09953422 51.52693002,-0.09961915 51.52691566,-0.0997469 51.52720594,-0.09966341 51.52722033)))"
829d4f73-f25c-47e4-bd43-71b89cc4c724,517 Maple Point,Former,517 Maple Point,London,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","MULTIPOLYGON (((-0.09887654 51.52735236,-0.09872578 51.52737896,-0.09867851 51.52727478,-0.09882926 51.52724818,-0.09887654 51.52735236)))"
9045867d-19d1-4d52-9e4e-1460fdf17686,8464 Blue Bill Park Hill,Former,8464 Blue Bill Park Hill,London,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","MULTIPOLYGON (((-0.09791764 51.52783086,-0.09795092 51.52791107,-0.09781652 51.52793272,-0.09778364 51.52785333,-0.09750823 51.52789958,-0.097478 51.52787418,-0.09743098 51.52786083,-0.0973785 51.52773642,-0.09797274 51.52763311,-0.09805063 51.52780847,-0.09791764 51.52783086)))"
729590a4-390f-41f5-ad3f-94f12bf22ed7,5 Hudson Alley,Primary,5 Hudson Alley,London,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","MULTIPOLYGON (((-0.09778702 51.52760267,-0.09754664 51.52704033,-0.09769327 51.52701574,-0.09793657 51.52757722,-0.09778702 51.52760267)))"
6b101957-a406-436e-9d49-ae717fd8830a,2 Forster Trail,Former,2 Forster Trail,London,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","MULTIPOLYGON (((-0.09705392 51.52755121,-0.09762226 51.52745702,-0.09765704 51.52753896,-0.09765682 51.52754436,-0.09765127 51.52755641,-0.09764602 51.52756127,-0.09764007 51.52756567,-0.09761502 51.52757875,-0.09707792 51.52766716,-0.09705392 51.52755121)))"
efa4ca07-3a60-4133-ba6c-1ae4318850e7,186 Miller Junction,Alternative,186 Miller Junction,London,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","MULTIPOLYGON (((-0.09700311 51.52726577,-0.09698575 51.52717035,-0.09698776 51.52716355,-0.09699571 51.5271528,-0.0970027 51.52714752,-0.09702119 51.52713972,-0.0974815 51.52706401,-0.09753088 51.52717632,-0.09700311 51.52726577)))"
3cb65cc8-23a0-4bc0-b1bf-ed9d05adc13d,57 Coleman Point,Alternative,57 Coleman Point,London,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","MULTIPOLYGON (((-0.09718814 51.52791084,-0.09736305 51.52788221,-0.09741424 51.52800309,-0.09723932 51.52803172,-0.09718814 51.52791084)))"
1505f76c-22e8-4fb9-b222-396bcab1211e,815 Shoshone Place,Latest,815 Shoshone Place,London,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","MULTIPOLYGON (((-0.10300087 51.52900235,-0.10251594 51.52927472,-0.1027262 51.52942236,-0.10270436 51.52944485,-0.10258164 51.5295184,-0.10260117 51.52952735,-0.10336059 51.52897076,-0.10438212 51.52836832,-0.10427852 51.52829398,-0.10345285 51.52874879,-0.10338557 51.52869914,-0.10438095 51.52816399,-0.10438318 51.52816223,-0.10467925 51.52813239,-0.1047126 51.52817969,-0.10469647 51.52823833,-0.10469775 51.52831164,-0.10466735 51.52834937,-0.10356145 51.52895962,-0.10353618 51.52896056,-0.10341979 51.52903781,-0.10253444 51.52968633,-0.10211114 51.52940917,-0.10211225 51.52939975,-0.10246589 51.52919909,-0.10262806 51.52911278,-0.10248034 51.5290076,-0.10202116 51.52926401,-0.10176196 51.52908653,-0.10151085 51.52854508,-0.10186102 51.5284797,-0.10210361 51.52900079,-0.10217091 51.52904657,-0.10242884 51.52890425,-0.10251556 51.52896483,-0.1027071 51.52885543,-0.10269101 51.52884366,-0.10259387 51.52889496,-0.10235565 51.52839328,-0.10280567 51.5283119,-0.10302908 51.52878141,-0.10276674 51.5288287,-0.10277243 51.52884111,-0.10300087 51.52900235),(-0.10262544 51.52875969,-0.10257533 51.52876877,-0.10261105 51.52884578,-0.10266117 51.5288367,-0.10262544 51.52875969),(-0.1025534 51.52872399,-0.10260496 51.52871484,-0.10256466 51.52862642,-0.1025131 51.52863557,-0.1025534 51.52872399),(-0.10248989 51.52858709,-0.10254147 51.52857749,-0.10249901 51.52848912,-0.10244743 51.52849872,-0.10248989 51.52858709),(-0.10278594 51.5286791,-0.10283998 51.52866927,-0.10279867 51.52858084,-0.10274463 51.52859067,-0.10278594 51.5286791),(-0.10450752 51.52828563,-0.10445554 51.52824586,-0.10434258 51.52830329,-0.10439456 51.52834307,-0.10450752 51.52828563)))"
cf22ed0b-d58d-4800-b7e9-b4715108d5ff,985 Summer Ridge Avenue,Primary,985 Summer Ridge Avenue,London,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","MULTIPOLYGON (((-0.10419584 51.52939243,-0.10408317 51.52904359,-0.10423713 51.52902315,-0.10423964 51.52899756,-0.10414163 51.52899688,-0.10406539 51.52897541,-0.10431619 51.52883783,-0.10446791 51.52884703,-0.10447404 51.52880711,-0.10431995 51.52879608,-0.1043242 51.52875622,-0.1045018 51.52877051,-0.10452589 51.52863484,-0.10441947 51.52860749,-0.10448667 51.52856901,-0.10456149 51.52859,-0.10457378 51.52851961,-0.10455906 51.52850948,-0.10464252 51.52846137,-0.1046657 51.52849322,-0.10457596 51.52900524,-0.10457431 51.52906232,-0.10455981 51.52906433,-0.10473503 51.52957317,-0.10424635 51.52963758,-0.10421924 51.529558,-0.10458077 51.52951079,-0.10442903 51.529082,-0.10419751 51.52911288,-0.10428413 51.52938406,-0.10419584 51.52939243),(-0.10448176 51.52886074,-0.10440268 51.52885551,-0.10438744 51.52894473,-0.10446652 51.52894997,-0.10448176 51.52886074)))"
