ResourceID,OrgUID,Organisation Name,Name Type,Currency,Contact Point,Contact Point Type,Notes,Description Type
3b35145a-06df-4ad1-8b8d-083933eb6c66,OLO648,William Morris & Company,Former,Historic,,,1861 - 1940.  Went into liquidation.  Not linked to current William Morris Company,Notes
3ba1152e-6933-44e7-bef8-7669c8a12632,OLO1636,CBRE Limited,Primary,Current,,,,
3bbeed63-2944-4c61-871f-3d0c8801192a,OLO1263,Harper Downie,Primary,Current,,,,
3be58c31-0c3b-430d-828d-80363a0303c1,OLO539,Barnet Record Society,Primary,Current,,,,
3be62d67-6271-4898-873f-dad8283a11cd,OLO1423,West London Mental Health NHS Trust,Primary,Current,,,,
3bec19fb-9dba-4de3-afaa-f67fb329aec3,OLO378,Martin O'Rourke Consultant,Primary,Current,,,,
3c0a1a40-6d56-42a7-8a95-96a5395d428f,OLO50,Chris Blandford Associates,Primary,Current,1825891071,Telephone,,
3c0a1a40-6d56-42a7-8a95-96a5395d428f,,,,Current,1825891075,Fax,,
3c0a1a40-6d56-42a7-8a95-96a5395d428f,,,,Current,mail@cba.uk.net,Email,,
3c3643b0-d3ff-4a0a-b542-aa3f18712345,OLO358,"Department for Culture, Media and Sport",Primary,Current,,,,
3c6bf1f6-47cd-4229-9f53-b11cd4f8a51d,OLO1186,Bluebird Partners,Primary,Current,(0)20 7401 8831,Telephone,,
3c6bf1f6-47cd-4229-9f53-b11cd4f8a51d,,,,Current,info@bluebirdpartners.co.uk,Email,,
3ca2a260-6274-48bd-84d2-d1c9a8d4118a,OLO973,Ian Stephenson Ltd,Primary,Current,,,,
3cc571b8-3235-4030-a646-45eedad9be0c,OLO761,Natural History Museum,Primary,Current,,,,
3ce99e19-b4ff-43c0-bb51-c7fd496daf4d,OLO399,Docklands Light Railway Ltd,Primary,Current,020 7363 9898,Telephone,,
3ce99e19-b4ff-43c0-bb51-c7fd496daf4d,,,,Current,travinfo@tfl.gov.uk,Email,,
3cf3eb04-2676-4bb8-8d3e-48e18d6e7eb1,OLO1348,Alan Brookes Associates,Primary,Current,,,,
3d26c72c-4e3f-42af-8c8d-ac5a268d7d0b,OLO1351,National Planning Casework Unit,Primary,Current,,,,
3d3d9b2d-4903-44bb-afea-ba39a83635d4,OLO636,Exploration Associates,Primary,Current,,,,
3d4ef5a5-7881-49cc-a9c3-eb66d3d20d17,OLO581,Berkeley Homes,Primary,Current,,,,
3d8dd255-88fb-47a0-9b76-45b17f943527,OLO1775,University of Huddersfield,Primary,Current,,,,
3dc06bf1-6ff0-4dc5-a0ad-493d60aba830,OLO1777,ACCOR (UK),Primary,Current,,,,
3dfd3a6e-9699-4f43-9a0e-1b47773d819a,OLO1430,BHL Consultants Ltd,Primary,Current,,,,
3e07b15d-5f5e-4fc5-8f8e-841b8f4e990b,OLO1739,Roger Mears Architects,Primary,Current,2073598222,Telephone,,
3e32b8a3-9455-4af4-9050-edc8217ee9df,OLO1848,Tallow Chandler's Company,Former,Historic,,,,
3e391bec-7215-441b-919c-cd8875f621c2,OLO1856,"University of Florida, George A Smathers Libraries",Primary,Current,(352) 392-3261,Telephone,,
3f681a4d-62cc-4cf6-95e6-1b3c21b42b91,OLO765,Yorkshire Museum,Primary,Current,,,,
3f7bdf19-29b3-4439-81b4-0d835963f414,OLO995,Ambleland Ltd,Primary,Current,,,,
3fa13e69-0516-4593-ae25-9f0f174e82d1,OLO740,The Worshipful Company of Haberdashers,Primary,Current,020 7246 9988,Telephone,,
3fa13e69-0516-4593-ae25-9f0f174e82d1,,,,Current,020 7246 9989,Fax,,
3fa13e69-0516-4593-ae25-9f0f174e82d1,,,,Current,enquiries@haberdashers.co.uk,Email,,
3fabbbbd-9907-4990-9050-8835b08c47b8,OLO1643,Archangel Heritage,Primary,Current,07905 761140,Telephone,,
3fabbbbd-9907-4990-9050-8835b08c47b8,,,,Current,info@archangel heritage.co.uk,Email,,
4000fd3b-73a6-4f9d-a7b8-9b4dfe86bd19,OLO540,University of Surrey Extra-Mural Society,Former,Historic,,,,
4006f302-4d97-45a2-aa14-59c58cd85c5f,OLO138,Heritage Network Ltd,Primary,Current,01462 685991,Telephone,,
4006f302-4d97-45a2-aa14-59c58cd85c5f,,,,Current,01462 685998,Fax,,
40393350-f8a0-47be-8a85-da720b71f316,OLO681,Nexus Heritage,Primary,Current,,,www.nexus-heritage.com,Notes
4049c20f-e897-4450-a597-0f0f5c4685d9,OLO1411,Southampton Archaeology Unit,Primary,Current,023 8063 4906,Telephone,,
406434d7-1bb6-4913-89c3-e060c5ce0b0c,OLO1040,"City and Provincial Properties
Properties",Primary,Current,,,,
406aaa04-d78b-4000-a23a-cb2541dc0aa7,OLO1864,Christopher Rayner Architects,Primary,Current,,,,
406c4c1f-02f8-42b5-b8cd-1c8ba82cda09,OLO170,Cotswold Archaeology,Primary,Current,01285 771022,Telephone,,
406c4c1f-02f8-42b5-b8cd-1c8ba82cda09,,,,Current,01285 771033,Fax,,
406c4c1f-02f8-42b5-b8cd-1c8ba82cda09,,,,Current,enquiries@cotswold.org.uk,Email,,
40d107ff-a621-4461-a940-a254525036c1,OLO1439,Bowmer & Kirkland Ltd,Primary,Current,,,,
40df275b-2475-42f0-8d7a-2ccfb6886b83,OLO1433,Lifschutz Davidson Sandilands,Primary,Current,,,,
411b0b1e-b54c-4e2c-a28d-22dd4ecbda69,OLO1746,3BM Education Partners,Primary,Current,,,,
41a750a9-7388-450a-a400-d375bda06ea2,OLO150,Proun,Primary,Current,020 7407 3700,Telephone,,
41a750a9-7388-450a-a400-d375bda06ea2,,,,Current,020 7407 3800,Fax,,
41a750a9-7388-450a-a400-d375bda06ea2,,,,Current,proun@proun.co.uk,Email,,
41d7b8c0-758c-429c-ac6d-6ffd3d53253b,OLO1367,Eldon Housing Association,Primary,Current,,,,
42041417-66f0-4953-a6df-ac5dcfdbb974,OLO587,A J Falder & Associates,Primary,Current,,,,
42afafc5-6a73-44c7-b599-5a434cf768e8,OLO1817,London Archaeologist Association,Primary,Current,,,,
42c1e123-6ab5-448d-8c32-fd317e966ef2,OLO1198,Dulwich Picture Gallery,Primary,Current, 020 8693 5254,Telephone,,
42d55382-67b9-43d4-96cd-84e3f3c13786,OLO1104,Nightingale Architects Ltd,Primary,Current,,,Nightingale Architects Ltd is a member of the IBI Group of firms,Notes
42ec4b80-0d5c-4103-9324-a766211da774,OLO1500,Greycoat PLC,Primary,Current,,,,
4305e7fa-d703-4050-94fe-c221426b9ea7,OLO1721,CoL Street Scene,Primary,Current,,,,
434bb11a-ca09-4878-a24f-04474953aa70,OLO900,Woodhall Planning and Conservation,Primary,Current,,,,
43698e4e-58af-44b4-ac50-5eea743b12f4,OLO682,Worshipful Company of Masons,Primary,Current,,,"The Masons Company is one of the City of LondonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s oldest Livery Companies with records dating back to 1356.  It was formed to safeguard the welfare of its members and to regulate the craft of Stonemasonry, so that standards could be properly maintained.",Notes
43807cfd-5d23-496b-b91b-abc969e71f77,OLO1966,Townscape: Chartered Town Planning & Heritage Consultants Ltd,Primary,Current,,,,
43c588b4-5ab0-4458-b220-1475d44a7f0a,OLO157,Soil Consultants Ltd,Primary,Current,01494 712494,Telephone,,
43c588b4-5ab0-4458-b220-1475d44a7f0a,,,,Current,01494 713922,Fax,,
43c588b4-5ab0-4458-b220-1475d44a7f0a,,,,Current,mail@soilconsultants.co.uk,Email,,
43c9175e-176e-48e1-b691-fb92860723e2,OLO1457,Croft Capital,Primary,Current,,,,
43e58b54-e596-4ab8-8272-9cfe84ec2fae,OLO1403,Pre-Develop Archaeology,Primary,Current,,,,
441577d3-c23f-4283-a560-b085b76051f4,OLO411,Monro White Hilton Limited,Primary,Current, 020 7253 5658,Telephone,Website: www.mwhl.com,Notes
441577d3-c23f-4283-a560-b085b76051f4,,,,Current,020 7253 8695,Fax,Website: www.mwhl.com,Notes
441577d3-c23f-4283-a560-b085b76051f4,,,,Current,info@mwhl.com,Email,Website: www.mwhl.com,Notes
4433f8a3-d085-4798-96af-6679730e79f3,OLO1294,Gordonsbury Ltd,Primary,Current,,,,
443667a0-b528-40db-a7fd-72b84f13865f,OLO1467,Thomas Sinden Ltd,Primary,Current,,,,
44561843-f9ec-4324-baa7-4230e6315c03,OLO1587,Prideway Developments Ltd,Primary,Current,020 8902 1500,Telephone,,
44561843-f9ec-4324-baa7-4230e6315c03,,,,Current,020 8902 1500,Fax,,
446f1e0c-65d2-4f32-ae2f-afe802fb9183,OLO1541,Worcestershire Archaeology,Primary,Current,,,,
4472bdaa-6838-4deb-845c-3b4ea2b521f3,OLO2024,London Hotel Group,Primary,Current,,,,
44787837-32df-477f-bc48-979e45df020e,OLO1361,Forsters LLP,Primary,Current,,,,
447a0883-ee6c-4ef8-a8fb-53ad028bc1e9,OLO566,BEAMS,Primary,Current,,,Built Environment Advisory and Management Service,Notes
447e4f37-9dfd-4581-9566-b2d0f5634029,OLO646,Prospect Archaeology,Primary,Current,,,,
448cb393-8e20-44d6-a5db-123ca97f56bc,OLO1013,London Square,Primary,Current,,,,
44a96833-3898-4e61-b1d3-ceb1214b2a11,OLO1301,Paul Davis & Partners,Primary,Current,2077301178,Telephone,,
44b4313a-44b8-4e2b-8eaf-bf60c24e4ef4,OLO1070,TEAM Limited,Primary,Current,,,Formerly Grovershire Linited,Notes
44fa3e8f-a22d-4ef1-bd81-600df9bc50d8,OLO120,Stanmore & Harrow Historical Society,Former,Historic,,,,
4505a45c-4faf-4d36-99e9-edb6f16a1d62,OLO1246,Franklin Ablett Architects,Primary,Current,,,,
4508bd14-13da-415d-8f99-2d33fd79c191,OLO1661,Ellis Associates Architects,Primary,Current,,,,
452337ae-4b89-4a80-bf12-975c7052e14a,OLO986,Purelake New Homes Ltd,Primary,Current,,,,
4571d08d-4163-434a-8d05-b1cd7e0579fb,OLO1152,Heritage Property Restoration,Primary,Current,0191 257 0808,Telephone,,
457e6566-1107-4483-9a55-93f2ccc9b129,OLO297,Venmore Rowland Ltd,Primary,Current,,,Invoice EDF Energy Rpt 7065 Elstree to Hatch Tower Line Route PLC 250m buffer,Notes
459c1774-afa3-4e43-8540-80f47fe0f9c4,OLO1147,Halstead Associates,Primary,Current,020 8445 7721,Telephone,,
459c1774-afa3-4e43-8540-80f47fe0f9c4,,,,Current,office@halsteads.co.uk,Email,,
45fcfd3e-edf5-4b43-876e-c421d603e3fd,OLO1106,James Pulham and Son,Former,Historic,,,"A firm of Victorian landscape gardeners and terracotta manufacturers, they ceased trading in 1920",Notes
463901cc-a917-46a4-ad7d-8ab75c4a296f,OLO916,Urban Associates UK Limited,Primary,Current,,,,
46480542-0ef2-4d6e-809c-d50e7daca010,OLO689,Archaeological Services Durham University,Primary,Current,0191 3341121,Telephone,,
46480542-0ef2-4d6e-809c-d50e7daca010,,,,Current,archaeological.services@durham.ac.uk,Email,,
46c2f077-391a-4ce9-9328-da48665c42f2,OLO1238,Shepherd Epstein Hunter,Primary,Current,,,,
46f3271c-5075-4a26-85b6-715a8c45bab4,OLO243,Waterman Group,Primary,Current,0207 928 7888,Telephone,,
46f3271c-5075-4a26-85b6-715a8c45bab4,,Waterman CPM,Former,Current,0207 928 7888,Telephone,,
46f3271c-5075-4a26-85b6-715a8c45bab4,,Waterman Infrastructure & Environment Ltd,Alternative,Current,0207 928 7888,Telephone,,
46f3271c-5075-4a26-85b6-715a8c45bab4,,Waterman Group,Primary,Current,0333 344 4501,Fax,,
46f3271c-5075-4a26-85b6-715a8c45bab4,,Waterman CPM,Former,Current,0333 344 4501,Fax,,
46f3271c-5075-4a26-85b6-715a8c45bab4,,Waterman Infrastructure & Environment Ltd,Alternative,Current,0333 344 4501,Fax,,
47228583-5ce8-4d49-b703-558fa8fc5b80,OLO296,Museum of London,Primary,Current,,,,
474a2a55-28e0-4bb5-a886-d29ec1169399,OLO1028,Chelsfield Partners LLP,Primary,Current,2072902388,Telephone,,
47cb9ce3-72c5-441b-901e-f664affd104c,OLO1489,Rolfe Judd Architecture,Primary,Current,,,,
47d81be8-078e-4c31-9ff9-6f135805d701,OLO1217,Royal Military School of Music,Primary,Current,,,,
47e76eed-a9e1-425c-8ffe-7ecbc31801dd,OLO1119,GeoArch,Primary,Current,,,,
47e99e36-f862-45c2-8342-f31c0ae9d342,OLO1975,Rachel Hamilton Heritage,Primary,Current,,,,
48082bab-2b29-4007-85cf-1ecc2aa6343e,OLO742,Site Analytical Services Ltd,Primary,Current,,,,
4843c00d-3950-49aa-9f0f-f190ec43f313,OLO714,Channel Four,Primary,Current,,,www.channel4.com,Notes
485c75e4-a1c9-44f5-9af4-cf3b3fac09fa,OLO1231,DPP Heritage,Primary,Current,,,,
4882fccb-0b73-4aff-9647-9b8163419363,OLO1076,Greenwich Hospital,Primary,Current,2073960150,Telephone,,
488f2de2-7b12-4ca3-83a1-4b03b7661fc5,OLO1156,St Georges South London,Primary,Current,8081782000,Telephone,,
48c6feb0-1f15-402f-b488-6098e4c90fa7,OLO1088,ECD Architects Ltd.,Primary,Current,2079397500,Telephone,,
48f36013-0ade-40d5-b89f-ef9fe6f498b9,OLO1087,Structural Soils Ltd,Primary,Current,0117 947 1000,Telephone,,
48f99333-7d56-465a-8dee-d473ef9add97,OLO1774,South West Archaeology,Primary,Current,01769 573555,Telephone,,
48f99333-7d56-465a-8dee-d473ef9add97,,,,Current,mail@swarch.net,Email,,
48fccbbc-4e43-4f4e-a7b2-d7df8d0271ba,OLO177,John Moore Heritage Services,Primary,Current,01865 358300,Telephone,,
48fccbbc-4e43-4f4e-a7b2-d7df8d0271ba,,,,Current,info@jmheritageservices.co.uk,Email,,
4952b763-481f-4451-b853-1ed77d7a4316,OLO584,London Docklands Development Corporation,Primary,Current,,,,
49574874-c8f7-4dfb-adc6-7d2d2bf2370c,OLO1972,Lewisham Homes,Primary,Current,,,,
49600b2f-a374-42d0-b9bd-9e6787c1f134,OLO534,National Funerary Museum,Primary,Current,,,,
49abd38a-fbb5-49c8-b833-c417bb21b2de,OLO1632,Chancerygate,Primary,Current,,,,
49e27573-a9e4-486d-9b4c-033256d5a694,OLO1171,Oppidan,Primary,Current,020 8544 9999,Telephone,,
49e27573-a9e4-486d-9b4c-033256d5a694,,,,Current,property@oppidan.co.uk,Email,,
49f9d7d8-52c0-4248-bab2-12cc3768a974,OLO434,Andrew Josephs Ltd,Primary,Current,,,www.andyjosephs.co.uk,Notes
49fb2e82-cfcd-4ad9-8f98-202aa5c5f8b1,OLO238,RPS Planning & Development,Primary,Current,020 7280 3300,Telephone,,
4a58e805-010f-4790-8bea-6c80404cddc4,OLO1063,Centre 500 Limited,Primary,Current,,,,
4a9d7e1e-fdf7-4a4b-9aba-e6c473823ba1,OLO752,Millward Davis,Former,Historic,,,,
4aa34b47-e7ed-4cd8-90e6-21c03a279c10,OLO222,Compass Archaeology,Primary,Current,020 7801 9444,Telephone,,
4aa34b47-e7ed-4cd8-90e6-21c03a279c10,,,,Current,mail@compassarchaeology.co.uk,Email,,
4ab08bbb-29c0-417e-a4b4-a4b44382931c,OLO640,Albury S I Ltd,Primary,Current,,,,
4ac2077e-7084-4551-9948-13eca9ff6562,OLO1192,Southwark Cathedral,Primary,Current,020 7367 6700,Telephone,,
4ac2077e-7084-4551-9948-13eca9ff6562,,,,Current,020 7367 6725,Fax,,
4ac2077e-7084-4551-9948-13eca9ff6562,,,,Current,cathedral@southwark.anglican.org,Email,,
4acfa1ab-48c0-4ad6-b776-b83565a7d86e,OLO798,PRO Archaeology Services,Primary,Current,0788 6494851,Telephone,,
4acfa1ab-48c0-4ad6-b776-b83565a7d86e,,,,Current,info@archaeologypro.com,Email,,
4af17d7c-3ac3-4c1d-965e-84e049a12bf8,OLO1812,Volker Stevin,Primary,Current,,,,
4b0074e6-e847-46c6-b79b-01672c161bed,OLO343,Linklaters,Primary,Current,,,,
4b014931-fd25-4e50-b6ac-25e4e501062a,OLO1875,Malcolm Scott Consultants,Primary,Current,,,,
4b29a3b7-2b72-4d66-a67f-02990f66c04d,OLO559,Inner City Enterprises,Primary,Current,,,,
4b2b8a3d-211b-4e43-9a81-0ffe9a08afd6,OLO1597,Central Excavation Unit,Former,Historic,,,"English Heritage unit, renamed Central Archaeology Service",Notes
4b546c1d-1761-4ab7-ab46-61570376822f,OLO1704,Pure Sites Property Developments,Primary,Current,,,,
4b7d07fc-7a18-4653-bdd2-e4c43138b25f,OLO476,Richard Clayson Ltd,Primary,Current,,,,
4ba85734-5b2c-45c7-8135-9f3e9e56faca,OLO1641,UCL Bartlett School of Architecture,Primary,Current,,,,
4bf6e247-f4dc-465b-b4de-6e27e2035ece,OLO997,Inland Homes,Primary,Current,,,,
4c2e1a34-c4ac-45db-b927-986d40c02277,OLO1811,Openeight Architects,Primary,Current,,,,
4c338e03-5079-43d1-b264-4f3cdaecd683,OLO801,High Speed Two (HS2) Limited,Primary,Current,GISData@hs2.org.uk,Email,,
4c417c36-7b91-41f6-8c51-011dc3cb1658,OLO1331,SCP Architects,Primary,Current,,,,
4c8929fa-bb6c-4d23-a511-fb089e46afda,OLO363,Archaeological Surveys,Primary,Current,01249 782234,Telephone,www.archaeological-surveys.co.uk,Notes
4c8929fa-bb6c-4d23-a511-fb089e46afda,,,,Current,0871 6618804,Fax,www.archaeological-surveys.co.uk,Notes
4c8929fa-bb6c-4d23-a511-fb089e46afda,,,,Current,info@archaeological-surveys.co.uk,Email,www.archaeological-surveys.co.uk,Notes
4ca00268-64aa-4c94-be80-51ede65d62e8,OLO956,Cellmark Forensic Services,Primary,Current,,,,
4cc8e6b9-2f7e-456f-8cc2-a9feefab97d4,OLO74,Carl Falck Associates,Primary,Current,,,Architects?,Notes
4ced7fcb-a344-43e5-b586-df27860da0f0,OLO1115,Land Science,Primary,Current,8456046494,Telephone,,
4cfa6103-3eac-40c1-9abd-3a6c203a644a,OLO1347,Quadrant Construction Limited,Primary,Current,,,,
4d0a3bef-35dc-41cd-a2ce-d223755a7f23,OLO1122,Sworders,Primary,Current,,,,
4d666117-99b8-4b18-b0c7-0780497add48,OLO274,DTS Raeburn Ltd,Primary,Current,,,,
4d9502c5-f8eb-45fd-9efd-b24df820539d,OLO2031,"Department For Business, Energy and Industrial Strategy",Primary,Current,,,,
4d9cfd8b-68da-4dcf-8d88-9a994276decd,OLO638,Borough of Twickenham Local History Society,Primary,Current,,,"Website: http://www.botlhs.co.uk/
Contact: The Membership Secretary: Julia Scaping, 87 Fifth Cross Road, Twickenham, TW2 5LJ",Notes
4db2df26-88f6-4556-993c-244c2b7554d8,OLO1759,The Bourne Society,Primary,Current,,,,
4dfcc109-8285-4bb8-92f1-0c8e254388d0,OLO809,Savills (UK) Ltd,Primary,Current,,,,
4e4e37bf-336a-40da-ace0-917eb76bc796,OLO991,Clearview Homes Ltd,Primary,Current,,,,
4e6c714a-94dc-42bb-b2c0-9f5d8e6817b5,OLO603,Chiltern Woodlands Project,Primary,Current,01844 355503,Telephone,,
4e6c714a-94dc-42bb-b2c0-9f5d8e6817b5,,,,Current,01844 355510,Fax,,
4eb2e6bc-8fa8-4a13-a283-e326ae3ff157,OLO625,Howard Brooks Archaeological Servies,Primary,Current,,,,
4ef98812-4291-4a41-b5ed-c03d640891ad,OLO104,South East London Archaeological Unit,Primary,Current,814624737,Telephone,A branch of the kent Rescue Unit; Registered Charity no. 273581,Notes
4efe0c8c-5b9f-4acb-bb26-b2dee64c83fa,OLO1711,Tarmac,Primary,Current,,,,
4efedb63-8602-42c5-82ef-d88ed1fc126c,OLO985,Somerset House Trust,Primary,Current,,,,
4f02bf39-9c85-4ed6-b79d-28563caf37d7,OLO10,Archaeology South-East,Primary,Current,01273 426830,Telephone,,
4f02bf39-9c85-4ed6-b79d-28563caf37d7,,South Eastern Archaeological Services,Former,Current,01273 426830,Telephone,,
4f417019-ee02-47a9-82ed-e33ccbc5a608,OLO552,London Borough of Enfield,Primary,Current,020 8379 1000,Telephone,,
4f417019-ee02-47a9-82ed-e33ccbc5a608,,,,Current,enfield.council@enfield.gov.uk,Email,,
4f7a0eb5-3533-4c73-8fc2-3a0b81a2c3a7,OLO478,Trigpoint Conservation & Planning Ltd,Primary,Current,01509 232240,Telephone,www.trigpointcp.co.uk,Notes
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,OLO781,Lichfields,Primary,Current,020 7837 4477,Telephone,,
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,,Nathaniel Lichfield & Partners (NLP),Former,Current,020 7837 4477,Telephone,,
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,,NLP Planning,Former,Current,020 7837 4477,Telephone,,
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,,Lichfields,Primary,Current,london@lichfields.uk,Email,,
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,,Nathaniel Lichfield & Partners (NLP),Former,Current,london@lichfields.uk,Email,,
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,,NLP Planning,Former,Current,london@lichfields.uk,Email,,
4fe0c9bb-e04f-433b-865f-11136bca2860,OLO1142,Balfour Beatty,Primary,Current,csuk@balfourbeatty.com,Email,,
4ff46d34-0943-46ee-bc03-47d51a8e5672,OLO1722,Keith Harrison & Associates,Primary,Current,,,,
50073790-d8af-484f-82f2-0c34d4ca23ed,OLO1758,West Ealing Neighbourhood Forum,Primary,Current,eric@wecnf.com,Email,,
501dd5b6-167a-49d3-a7c0-b04fe1498ad7,OLO1889,Fusion,Primary,Current,,,,
509b7ca4-a1f3-4685-877c-f397eb25ab3f,OLO308,Gilmore Hankey Kirke,Primary,Current,,,,
50a72d6d-c0d9-4983-87e3-04fea64f6a66,OLO774,Crossrail (Cross London Rail Links Ltd),Primary,Current,,,No contact details.,Notes
50b33119-f8ac-444a-87b8-7c27f3856676,OLO1658,Irwin Mitchell LLP,Primary,Current,,,,
50b3eba0-8eba-48c6-ac81-76f1808df22b,OLO699,"Nicola de Quincey, Architecture and Conservation",Primary,Current,020 7377 2028,Telephone,Mobile: 077890 55940,Notes
50b3eba0-8eba-48c6-ac81-76f1808df22b,,,,Current,nicola@nicoladequincey.co.uk,Email,Mobile: 077890 55940,Notes
50c27595-eae2-4df9-a5ec-53e519354f1e,OLO1801,UKSA Ewer Street SARL,Former,Historic,,,,
50cf138d-fc3a-4ca4-94a3-6a9d592150da,OLO1615,NAP Archaeology,Primary,Current,7988343531,Telephone,,
5124512b-d12d-4821-addc-28ce0a1fcd21,OLO1987,Bidwells LLP,Primary,Current,,,,
514955eb-8955-4727-92d8-f581dea87b90,OLO1865,Turnberry Planning Ltd,Primary,Current,,,,
51962498-2fe1-4eb6-9ffc-e097a16ae71a,OLO723,SKM Enviros (Sinclair Knight Merz (Europe) Limited),Primary,Historic,0161 833 4883,Telephone,Acquired by Jacobs (OLO235) in 2013.,Notes
51962498-2fe1-4eb6-9ffc-e097a16ae71a,,,,Historic,0161 833 4661,Fax,Acquired by Jacobs (OLO235) in 2013.,Notes
51962498-2fe1-4eb6-9ffc-e097a16ae71a,,,,Historic,accpayable@globalskm.com,Email,Acquired by Jacobs (OLO235) in 2013.,Notes
519ab8a6-fa4b-4603-a2cd-527094978eda,OLO679,British History Online,Primary,Current,,,British History Online is the digital library containing some of the core printed primary and secondary sources for the medieval and modern history of the British Isles. Created by the Institute of Historical Research and the History of Parliament Trust,Notes
51a9d82d-4ef7-4f01-a7f6-662f8da52580,OLO734,Eedle & Meyer,Primary,Current,,,Architectural practice specialising in pub design from the 1880s to 1946,Notes
51fa8c73-e65f-4db8-bb6b-5c73cc5f30ef,OLO1212,Beltane Asset Management,Primary,Current,,,,
525fa928-2f22-487b-9162-0420480d198d,OLO1822,Walters & Cohen Architects,Primary,Current,,,,
5268a336-8bcc-479e-926d-1e3945d500a0,OLO1923,MCM Estates,Primary,Current,,,,
52909575-1813-491f-8e71-402b2f8acc64,OLO642,Corsair Ltd,Primary,Current,,,,
5290aafc-516d-4556-83f6-5e71073eec71,OLO666,London Borough of Waltham Forest,Primary,Current,,,,
52b361fa-f709-451b-b2bc-42ecc76f8f61,OLO542,Oscar Faber,Former,Historic,,,,
52f64ba8-a509-488f-98ec-d1413c262491,OLO678,Trollope and Colls Ltd,Primary,Current,,,"Trollope and Colls Ltd (as the firm had been known since 1918), formerly between 1903 - 1918 George Trollope and Sons and Colls and Sons Ltd",Notes
53407431-999d-4423-ada8-fa2077c40805,OLO850,Stonebow Heritage,Primary,Current,,,,
53443703-bce3-4e3c-a147-fe59826abe4e,OLO140,West & Partners,Primary,Current,,,,
5367ef65-9e4f-4a41-bcee-141f6bb08d34,OLO1461,Floyd's Builders Merchants,Primary,Current,,,,
536cf6f0-7b73-4ec3-9a3f-0486d5ba23f0,OLO1989,The Heritage Practice,Primary,Current,,,,
536f10e4-61e7-4624-88d3-7736fc6c4f42,OLO1137,Panter Hudspith Architects,Primary,Current,020 7633 9425,Telephone,,
538e5d07-ff9d-4baf-a054-ca214683d2f7,OLO2057,GML Architects,Primary,Current,+44(0)20 7729 9595,Telephone,,
538e5d07-ff9d-4baf-a054-ca214683d2f7,,,,Current,info@gmlarchitects.co.uk,Email,,
539ebccd-0cb2-4527-9253-948828bf8402,OLO360,Syon House,Primary,Current,,,,
5424501d-fe1b-4805-99b4-eefd6098b05f,OLO1464,Archial Norr,Primary,Current,,,,
54351b07-355c-44fc-9e86-adcb4bb7cd59,OLO574,Nacap Land & Marine,Primary,Current,,,,
54575c5f-9fc8-473d-84e3-d960a39c2251,OLO384,Hampson Williams,Primary,Current,0207 3789560,Telephone,Architects,Notes
54575c5f-9fc8-473d-84e3-d960a39c2251,,,,Current,0207 3789565,Fax,Architects,Notes
54575c5f-9fc8-473d-84e3-d960a39c2251,,,,Current,studio@hampsonwilliams.com,Email,Architects,Notes
549cfda4-50df-454f-aa01-c7312223d234,OLO1392,Stiles Harold Williams,Primary,Current,,,,
54bd3216-ad1c-4e64-bdb8-7c432fc31a6b,OLO512,Strawberry Hill Trust,Primary,Current,,,,
54e85320-7312-403c-80b1-1ee8ad3a58bb,OLO1447,Rocket Investments Ltd,Primary,Current,,,,
54e94a19-a05b-4002-8e8e-4e8850989402,OLO324,Isambard Archaeology,Primary,Current,07725 553 607,Telephone,,
54e953e8-628c-44d1-8d6b-9c1c740a47f0,OLO1838,Fluid Structural Engineers & Technical Designers,Primary,Current,,,,
5531b17e-67b6-42db-bd12-164b96eee41a,OLO3,Museum of London Archaeological Archive,Primary,Current,2074905047,,,
5531b17e-67b6-42db-bd12-164b96eee41a,,London Archaeological Archive and Research Centre,Former,Current,2074905047,,,
5531b17e-67b6-42db-bd12-164b96eee41a,,Museum of London Archaeological Archive,Primary,Current,,,,
5531b17e-67b6-42db-bd12-164b96eee41a,,London Archaeological Archive and Research Centre,Former,Current,,,,
554fd853-548f-40da-870f-361d60d3bc98,OLO282,Inner London Archaeological Unit,Former,Historic,,,Abbrv ILAU. For runner to the DGLA.,Notes
556400e6-f5e1-4bcc-8d13-153c559c1d25,OLO1272,Verve Properties Ltd,Primary,Current,,,,
55fe888f-1807-40fd-8b9d-50c3377c50c4,OLO69,Campbell Reith Hill,Primary,Current,020 7340 1700,Telephone,,
55fe888f-1807-40fd-8b9d-50c3377c50c4,,,,Current,020 7340 1777,Fax,,
55fe888f-1807-40fd-8b9d-50c3377c50c4,,,,Current,engineers@campbellreith.com,Email,,
561c46ea-62a9-48ea-9b16-044b751ad327,OLO1444,Sheldon Construction,Primary,Current,,,,
5697c157-106e-4082-97ce-5d5b249610d5,OLO1731,Kanye-Studios,Primary,Current,,,,
56e233cb-9711-4304-bcf7-eb86f347e8fb,OLO2060,Patel Property Limited,Primary,Current,,,,
570623b2-3559-4db0-854d-49ce50345ba5,OLO284,The Historic Environment Consultancy,Primary,Current,,,,
