ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
145c8687-28be-4920-903a-3e954e58fa9d,ELO18333,Backlog Report - Invisible,Primary,Event/Activity at Sports Ground,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
146b006c-141a-49c8-a9b7-9a57405ebf15,ELO13593,Backlog Report,Primary,Event/Activity at Brentford Community Stadium,2013-11-26,2013-11-27,Full,"A watching brief was undertaken on land off Lionel Road South, Brentford by Wessex Archaeology between the 26th-27th November 2013. The watching brief focused on four geotechnical test pits.  The watching brief revealed a similar stratigraphic sequence to the evaluation with made ground over mixed sands and clays.",A GIS polygon was drawn over the approximate area of te site. Mapped at 1:1250 using OS MasterMap as a base.
146df16d-ddd4-4def-917f-a7a93967ca95,ELO17603,Backlog Report - Invisible,Primary,Event/Activity at Ormesby Court Beulah Hill Croydon DBA,2015-01-01,2015-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
14a003f2-5bf3-4053-a780-29bdd8e49729,ELO17122,Backlog Report,Primary,Evaluation at Ebury Centre,2015-09-21,2015-09-21,Full," In September 2015 AOC Archaeology was commissioned to undertake an archaeological evaluation at the land formerly occupied by the Ebury Centre, Sutherland Street, in the City of Westminster.",A GIS Polygon was created over the approximate location of the site using OS MasterMap as a map base at 1:1250
14aa72d2-a9b4-42a6-94dd-91bbba5ba5f1,ELO9390,Backlog Report,Primary,Event/Activity at Newington Green,1994-02-01,1994-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
14b07b37-291f-4e42-bf84-e1d30cd4e35f,ELO10788,Backlog Report,Primary,Event/Activity at High Street,1998-07-20,1998-07-29,Backlog,No description is currently available for this record.  Awaiting update.,
14b137f9-fd2c-44d2-b445-e69165df94fe,ELO11980,Backlog Report,Primary,Event/Activity at Southend Lane,2011-08-15,2011-08-18,Full,"An archaeological evaluation at Basing House carried out by Wessex Archaeology in august 2011. Twelve trenches were excavated by mechanical excavated under archaeological supervision. No features, deposits or artefacts of archaeological significance were recorded. A number of modern foundations and services associated with the previous buildings were recorded, which had had a severe impact upon the site.",GIS polygon created 02/03/2012 at 1:1250 scale using OS MasterMap.
14ba722b-f786-4618-9983-8c9c83661952,ELO9715,Backlog Report,Primary,Event/Activity at Gresham Street,1998-03-01,1998-03-31,Backlog,No description is currently available for this record.  Awaiting update.,
14c8362d-4616-4eed-8b8e-e67c84d676cf,ELO14116,Backlog Report,Primary,Event/Activity at Royal Wharf,2014-06-01,2014-06-30,Full,"A deposit model was created for the Royal Wharf at Silvertown in June 2014 by QUEST. The model shows layers of gravel, alluvium ad peat are present on the site.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:5000 using OS MasterMap as a base.
15162385-31df-4bee-ab34-93dab4b6c895,ELO13600,Backlog Report,Primary,Event/Activity at Fairfield Road,2005-02-01,2005-02-28,Full,"A desk based assessment was undertaken in February 2005 by the Museum of London Archaeology Service at 46-52 Fairfield Road and 744 Wick Lane, Bow.  The site is on the edge of the Medieval settlement of Bow and was developed in the 18th Century. Prehistoric finds have been recovered from the area and a Roman site is located to the north. As such the site is thought to have a moderate to high potential for Prehistoric, Roman and Post Medieval remains.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
151894d1-84d7-4b8f-8345-0ece9940c938,ELO13972,Backlog Report,Primary,Event/Activity at West Hill,2014-04-01,2014-04-22,Full,"A desk based assessment was undertaken by Ramboll in April 2014 at 188 West Hill, Putney.  The site is thought to have a low potential for all archaeological periods.",A GIS polygon was drawn over the approximate location of the site. Mapped at 1:1250 using OS MasterMap as a base.
15212156-d5e2-449f-9280-8c6063859a91,ELO2456,Backlog Report,Primary,Trial Trench at Former Allotments,2004-05-04,2004-05-11,Full,"A small pit containing two sherds of Late Bronze Age to Early Iron Age pottery was found, towards the west of the site. Its original purpose is unclear.",
1524762e-f671-4fc9-961a-3f3e1f9d9c5a,ELO10749,Backlog Report,Primary,Event/Activity at New Road,1994-10-01,1994-10-31,Backlog,No description is currently available for this record.  Awaiting update.,
154a7a54-b436-4ce1-9fff-0ceac9c6384d,ELO10963,Backlog Report,Primary,Event/Activity at The Whitewebbs to Forty Hall Loop of the New River,2001-08-05,2001-08-05,Backlog,No description is currently available for this record.  Awaiting update.,
154abbd8-abce-4cfe-9299-ea6241a5132d,ELO13831,Backlog Report,Primary,Event/Activity at Idol Lane,2013-12-01,2013-12-04,Full,"A desk based assessment was undertaken at 2-4 Idol Lane, City of London by RPS in December 2013. The site is thought to have a low potential for all periods. Although archaeological deposits are widespread in the surrounding area the present basement on the site is thought to have truncated any surviving deposits.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
154f9506-909b-488c-aa53-a03287e12ad8,ELO18344,Backlog Report - Invisible,Primary,Event/Activity at Great College Street,2012-01-01,2012-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
15575e32-473e-422c-bec0-8f914ba4e07e,ELO14430,Backlog Report,Primary,Event/Activity at Vicarage Crescent,2014-01-01,2014-01-31,Full,"A heritage statement was created for 6-10 Vicarage Crescent, Battersea in January 2014 by Geoff Noble Heritage. It was concluded that the proposals would enhance the local conservation area.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
155a8204-9ee5-4ea3-bdce-40bcf0ebadc8,ELO9834,Backlog Report,Primary,Event/Activity at Kingston Railway Goods Yard,1995-09-01,1995-09-30,Backlog,No description is currently available for this record.  Awaiting update.,
15731bb0-6ac9-451a-bc1b-2555e6cb4411,ELO9831,Backlog Report,Primary,Event/Activity at Former BT Depot,1995-02-01,1995-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
1575bd50-a349-48e5-a4c2-73b4b339e27f,ELO12997,Backlog Report,Primary,Event/Activity at Worcester Park,2012-03-12,2012-03-14,Full,An evaluation was undertaken in March 2012 by Oxford Archaeology on land at Back Green off Green Lane. The evaluation comprised four trial trenches.  No archaeological finds or features were located. No physical evidence survives for the historic track which crossed this site in the 18th Century.,A GIS polygon was drawn over the approximate location of the site. Mapped at 1:1250 using OS MasterMap as a base.
15816687-80e4-4867-9ee8-c4ba38081d54,ELO6548,Backlog Report,Primary,Desk Based Assessment at Oak Wharf,2004-12-01,2004-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
158535b9-5dc4-4d2e-aa1c-f6a797cf7a50,ELO10745,Backlog Report,Primary,Event/Activity at High Road,1993-11-28,1994-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
15a2ac65-d570-47c1-909a-cfd35eb59116,ELO18332,Backlog Report,Primary,Desk Based Assessment at Ravensbury Terrace,2018-01-01,2018-01-31,Full,"This assessment has identified no designated or non-designated heritage assets within or adjacent to the site which would form a constraint within planning.    An assessment of the potential archaeological resource and prior development within the site boundary established low - medium potential for archaeological evidence relating to Prehistoric occupation. This is likely to take the form of finds or features within or sealed by alluvial deposits beneath modern made ground. In the absence of geotechnical data to confirm below ground conditions, it is anticipated that construction for the proposed basement level would impact buried alluvial deposits. Archaeological remains are considered likely to be of Local Significance. Archaeological remains from other periods are considered very unlikely. It is deemed unlikely that the development will cause significance harm to the historic environment.   It is recommended that geotechnical works are archaeologically monitored to confirm the below ground conditions and establish the presence / character of archaeological deposits (including environmental evidence, for example peat horizons). If the geotechnical works have been completed it is recommended that the results are made available for archaeological review. The results should be incorporated as an addendum to this report when submitted for planning.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
15b4a4f1-3b6d-40a0-8a80-e192729d9a83,ELO3357,Backlog Report,Primary,Watching Brief at National Westminster Bank,1994-03-14,1994-03-21,Backlog,No description is currently available for this record.  Awaiting update.,
15cc39b8-03f1-4db6-9f28-2bf69417e69a,ELO9777,Backlog Report,Primary,Event/Activity at College House,1995-04-01,1995-04-30,Backlog,No description is currently available for this record.  Awaiting update.,
15d570a6-64d7-412d-9807-221b660828d6,ELO17146,Backlog Report - Invisible,Primary,Event/Activity at Alice Street and Green Walk,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
15d7700e-06be-4dd1-9d54-a9c19c8b6757,ELO10525,Backlog Report,Primary,Event/Activity at Pembroke Lodge,1997-01-01,1997-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
15e3fb78-fb82-47c7-a6d6-f8817e32e29b,ELO14118,Backlog Report,Primary,Event/Activity at St Thomas' Church,2014-04-01,2014-04-30,Full,"A desk based assessment was undertaken on St Thomas' Church, Southwark in April 2014 by Wessex Archaeology.  The site is considered to have a high potential for Romano-British remains, a medium potential for Prehistoric remains and a low potential for Post Medieval remains.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:1250 using OS MasterMap as a base.
15ee8299-dcb8-41ab-8153-1441b4752dcf,ELO17228,Backlog Report,Primary,Trial Trench at Greenwood Centre,2017-01-16,2017-01-16,Full,"Museum of London Archaeology were commissioned to undertake an archaeological evaluation at Greenwood Place.  On the 16th January 2017, 2 evaluation trenches were excavated measuring 10m in length by 2m in width. These were excavated to a maximum depth of c. 35m OD.  The top of the surviving London Clay was observed at between 35.018m OD and 34.697m OD. This was sealed by undated made ground. No archaeological cuts, features or stratification survived in either trench. There was no evidence to indicate the presence of a former tributary of the River Fleet.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
15f6d04e-2965-4bc7-bae8-32ad30421792,ELO17723,Backlog Report - Invisible,Primary,Event/Activity at Yolo Lounge/Old George Pub,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
15f90b26-02f0-4e26-bdea-c27b5712ec88,ELO18689,Backlog Report - Invisible,Primary,Event/Activity at site C - Land at Junction of Anderson Way and Bronze Age Way,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
1601b14c-5e16-4945-b626-7b44347592d0,ELO18720,Backlog Report - Invisible,Primary,Event/Activity at Barking Riverside Extension,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
1629e840-ea87-43d1-879b-ec6281cda4a9,ELO9500,Backlog Report,Primary,Watching Brief at Former GPO site,1996-08-01,1996-08-30,Backlog,No description is currently available for this record.  Awaiting update.,
16370ac4-4467-4302-867f-1b8ba661a9cd,ELO18154,Backlog Report,Primary,Desk Based Assessment at 121 Harley Street,2016-12-01,2016-12-31,Full,"Fresson and Tee Chartered Surveyors undertook a Heritage Statement at 121 Harley Street, London, W1G in December 2016.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
1638b143-e4aa-4a92-b10a-bc7739061df0,ELO5953,Backlog Report,Primary,Desk Based Assessment at Land at 'Robinwood',2004-12-01,2004-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
163eb8fa-b654-4576-ab9a-78f22cda3251,ELO1938,Backlog Report,Primary,Desk Based Assessment at Lambeth Palace Road SE1,,,Backlog,No description is currently available for this record.  Awaiting update.,
1654788e-6782-409b-a6d2-b61445050cee,ELO18047,Backlog Report - Invisible,Primary,Event/Activity at Spital Square,2016-01-23,2016-01-24,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
1654a2a4-fe09-498c-b07c-25e1388b494b,ELO18474,Backlog Report,Primary,Desk Based Assessment at Bow Business Centre,2017-01-04,2017-01-04,Full,"Waldon Telecom Ltd undertook a Heritage Statement to support listed building consent at Bow Business Centre, 153-159 Bow Road, London E3 2SE in January 2017",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
1662ea42-d6b3-48d7-90f0-81dd7de9371c,ELO18382,Backlog Report - Invisible,Primary,Event/Activity at 21-23 Watling Street,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
166774bc-36bb-4c65-87f0-0d9951d0c16b,ELO10621,Backlog Report,Primary,Event/Activity at High Street,2001-03-01,2001-03-31,Backlog,No description is currently available for this record.  Awaiting update.,
1673dfc5-3181-4113-b40d-90f3b7ce9860,ELO6336,Backlog Report,Primary,Desk Based Assessment at Bolt Court,2004-09-01,2004-09-30,Backlog,No description is currently available for this record.  Awaiting update.,
1675d59f-fd42-4ef6-811b-1e469a291693,ELO15518,Backlog Report,Primary,Field Survey at Copthall Farm,2013-06-24,2013-06-26,Full,"A Geophysical (Magnetometer) Survey was undertaken by HS2 Ltd in June 2013 in area CFA6 (South Ruislip to Ickenham community forum area) of the London to West Midlands High Speed Network Development programme. The site surveyed was Copthall Farm to the east of Harvil Road. A network of 30m grid squares was established within each of the fields to be surveyed. Four positive linear anomalies were recorded.  Dense scatters of small positive and negative anomalies were identified in the north-western and south-eastern corners of the field. In the north-western corner, the anomalies were concentrated along the hedge line in a linear band measuring approximately 100m x 30m.  A number of small dipolar anomalies were also present within the data along the line of the footpath running east-west across the survey area.  The geophysical survey did not record any evidence for below-ground archaeological remains at the site.",A GIS Polygon was mapped over the approximate location of the site using map base MasterMap at 1:1250
16777988-31be-4d31-975e-994f23d1af7f,ELO16081,Backlog Report,Primary,Event/Activity at Limmo Peinsula,2010-08-09,2010-12-08,Full,"Four phases of archaeological excavation were carried out at the site of Crossrail Limmo Peninsula Shaft by the Museum of London Archaeology, between 9th August to 3rd December 2010. The investigations comprised two  watching briefs, an evaluation with two trenches and a targeted watching brief. The investigations revealed 20th Century made ground on structural remains of 19th-20th Century Thames Ironworks, over 19th Century made ground, overlaying alluvial and natural deposits. *Natural deposits were observed at 0.49m OD*",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
168659e2-cda5-4adb-9961-45c519911d61,ELO17882,Backlog Report - Invisible,Primary,Event/Activity at St Anne's Hill,1971-01-01,1971-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
1688c33e-10a9-4eb1-8ab3-e9176a81c0fe,ELO18204,Backlog Report - Invisible,Primary,Event/Activity at Embassy Gardens Phase 3 Plot A02,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
16a1a072-7cfd-4c56-b2aa-c8bb53439a93,ELO18173,Backlog Report,Primary,Desk Based Assessment at Strand,2017-06-01,2017-06-30,Full,"A desk based assessment by Mills Whipp at 150 Strand,  Westminster in June 2017.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
16a1d47a-c00c-4363-9d42-acb9ada5d7cf,ELO6530,Backlog Report,Primary,Building Survey at Grand Store West - Building 45,2001-01-17,2001-04-11,Backlog,No description is currently available for this record.  Awaiting update.,
16a24fb7-7ad1-4131-b880-01c1553867b3,ELO433,Backlog Report,Primary,Desk Based Assessment at 28-29 George Street & 40-44 Maddox Street,2003-05-01,2003-05-31,Full,Archaeological Desk-Based Assessment,
16ad8c05-0d36-4e30-8817-34c225fe4c45,ELO9857,Backlog Report,Primary,Event/Activity at Fenchurch Street,1998-07-01,1998-07-31,Backlog,No description is currently available for this record.  Awaiting update.,
16be7751-fa9c-4675-9b3d-08b919543c80,ELO13212,Backlog Report,Primary,Event/Activity at Carriage Hall,2013-05-01,2013-05-31,Full,"A desk based assessment was undertaken at Carriage Hall, Westminster in May 2013 by Museum of London Archaeology.  The site has the potential for remains of Saxon occupation, Medieval features associated with Convent Garden and the remains of 17th Century and later buildings. The latter is likely to have associated walls and cess pits.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:1250 using OS MasterMap as a base.
16c7876a-e3d4-41c1-8ef1-9d0cb3935adc,ELO14561,Backlog Report,Primary,Event/Activity at St Mary the Virgin Churchyard,2014-07-27,2014-09-02,Full,"The Orpington and District Archaeological Society was asked to record and measure in the position of the gravestones in the South East corner of the graveyard at St Mary the Virgin in Hayes. This is so that contractors could lift gravestones, remove a badger sett which was undermining the gravestones, and put the gravestones back in the correct position. The recording was undertaken on 27th July 2014 and the watching brief of the work being carried out by contractors was undertaken from 26th August to 2nd September 2014. The archaeological watching brief was overseen by Geoff Morley from Nexus Heritage",A GIS polygon was created over the approximate area of the site at a scale of 1:300 using OS MasterMap as a base.
16d41e24-3c0a-4369-8ff7-68fd62f77522,ELO4606,Backlog Report,Primary,Trial Trench at Site at,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
16dcb610-e980-42bf-b5c6-f753017b8b27,ELO9115,Backlog Report,Primary,Event/Activity at Kings Cross Area,1988-03-01,1988-03-31,Backlog,No description is currently available for this record.  Awaiting update.,
16ef49c4-c27a-4145-b5ff-ef6994438b70,ELO14953,Backlog Report,Primary,Event/Activity at Victoria Dock Road and Freemasons Road,2013-05-07,2013-07-05,Full,Museum of London Archaeology undertook a non-listed built heritage in May 2013 prior to the demolition of The Barge public house prior to the construction of an extension to Custom House Station. The building was identified as being of local significance as it is one of the few clearly visible 19th Century structures in the area.,A polygon covering the apporximate area of the site was drawn at a scale of 1:300 using OS MasterMap data as a base.
16fba508-f7d6-4713-93e8-ec0469995f5a,ELO10708,Backlog Report,Primary,Event/Activity at Casson Street,1996-12-01,1996-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
16fe46f5-b52a-46de-93ac-d41971f59449,ELO13297,Backlog Report,Primary,Event/Activity at New Kings Road,2013-01-27,2013-04-24,Full,"A standing building and photographic survey of 130-132 New Kings Road, Fulham was undertaken by Museum of London Archaeology between the 27th January and the 24th April 2013. The building is on the north side of New Kings Road and is the penultimate property at the east end of a terrace of buildings. The building is likely to date to the first half of the 20th Century with the workshop to the rear a later addition.",A GIS polygon was drawn over the approximate extent of the building. Mapped at 1:1250 using OS MasterMap as a base.
17038b9f-49c1-4233-88b0-665b8ac24e6f,ELO6265,Backlog Report,Primary,Desk Based Assessment at Clifden Road,2005-06-01,2005-01-30,Backlog,No description is currently available for this record.  Awaiting update.,
170f6690-5b76-490a-b7d3-f497d92da84f,ELO17783,Backlog Report,Primary,Building Survey at Cheyne Walk,2011-06-01,2011-06-30,Full,"In May 2011 Nexus Heritage was commissioned by Andrew Moffat of Albyns to undertake an historic building record of No. 46 Cheyne Walk, Kensignton and Chelsea. The building is Grade II listed and is an 18th Century townhouse. A 16th Century boundary (also grade II listed) lies to the east of the property.  The Historic Building Record draws heavily on an archaeological desk based assessment comissioned by Museum of London Archaeology in 2008.  The record corresponds to a Level 3 in English Heritage's (Historic England's)' Recording Historic Buildings: a descriptive specification' (2006). A written record, drawn record and photographic record was compiled.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
1720a688-861e-4e03-a394-83d35f45dcba,ELO10699,Backlog Report,Primary,Event/Activity at Blackwall Tunnel,1991-08-01,1991-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
1738943e-a08c-4df3-bdd3-e1fdffd68bc4,ELO10031,Backlog Report,Primary,Event/Activity at Morden Road,1997-12-01,1997-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
176ea832-7209-42f7-99f7-0940c7323d39,ELO11107,Backlog Report,Primary,Event/Activity at West Ham Bus Garage (The Former Parcel Force Depot),2009-10-26,2010-03-03,Full,An environmental archaeological analysis of West Ham Bus Garage was carried out by Quaternary Scientific between 2009 and 2010.  The results showed that peat formation took place at the site during the Bronze Age and there are indications that the land became wetter during the later stages of the peat formation.  The presence of cereal pollen is evidence that cultivation took place near to the site.,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
1777a022-1e27-4420-abaa-41125c9cb6f0,ELO10028,Backlog Report,Primary,Event/Activity at Tesco Superstore,1997-03-01,1997-03-31,Backlog,No description is currently available for this record.  Awaiting update.,"GIS polygon created 15/10/2010 and mapped at 1:1,250 scale using OS Mastermap."
177eb415-feb1-4ea3-a6d8-175e44799b1e,ELO10035,Backlog Report,Primary,Event/Activity at Walker House,1999-10-01,1999-10-31,Backlog,No description is currently available for this record.  Awaiting update.,
17802616-d53b-419a-9ccb-b8c13c83d202,ELO18206,Backlog Report - Invisible,Primary,Event/Activity at river wall on south bank of Bell Lane Creek,2015-01-01,2015-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
1784a96e-774a-4b01-abbb-b458337297aa,ELO4380,Backlog Report,Primary,Trial Trench at Day Care Centre Extension,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
178a5948-28c5-4f64-b8a0-87ca6fbf4c48,ELO9069,Backlog Report,Primary,Event/Activity at Tintagel Road to Chelsfield Lane,1998-09-01,1998-09-30,Backlog,No description is currently available for this record.  Awaiting update.,GIS point plotted 21/07/2009.
179377a9-5346-46fd-9592-116cea8de04f,ELO15456,Backlog Report,Primary,Event/Activity at Rosslyn Hill,2015-12-07,2015-12-10,Full,"An archaeological evaluation was undertaken on land at 11 Rosslyn Hill, Hampstead between the 7th-10th December 2015 by Pre-Construct Archaeology. The site comprised two evaluation trenches.  The excavations revealed Post Medieval made ground and a section of 17th Century wall covered in 18th Century demolition material.",A GIS polygon was drawn over the approxiamte area of the trial trenches. Mapped at 1:1250 using OS MasterMap as a base.
17b33df4-23a0-485c-8a5a-2ca826c1be25,ELO13521,Backlog Report,Primary,Event/Activity at Green Street,2013-02-25,2013-04-01,Full,"An evaluation was undertaken at 232-236 Green Street, Forest Green by Pre-Construct Archaeology between the 25th February and the 1st April  2013. The site comprised seven trenches. The evaluation revealed two quarry pits and a field boundary ditch, all of which were undated.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:1250 using OS MasterMap as a base.
17bc91ab-49ea-4879-80a1-9edff55f5377,ELO2467,Backlog Report,Primary,Desk Based Assessment at Victoria Avenue,2002-11-01,2002-11-30,Backlog,No description is currently available for this record.  Awaiting update.,
17bd5f96-35aa-4c53-8783-b0d22e4ab1d6,ELO18210,Backlog Report - Invisible,Primary,Event/Activity at Kirtling Street London Borough of Wandsworth,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
17c398dc-6e1f-4006-b38b-c6491beb31e4,ELO15823,Backlog Report,Primary,Event/Activity at Gordon House,2014-06-09,2015-01-05,Full,Archaeological investigations were carried out at Gordon House in the Royal Hospital Chelsea between the 9th June 2014 and the 5th January 2015 by Museum of London Archaeology. The excavations were designed to investigate a brick vaulted structure in the garden. The evaluation revealed 17th Century glass working waste belonging to John Baker's Chelsea glassworks (1672-79). It also recorded brick walls of the 18th Century 'Whitstsr's House' and terraces belonging to Robert Walpole's gardens.,A GIS polygon was drarwn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
17d0f6aa-b83e-4e40-ab6f-f50cfc52809d,ELO10820,Backlog Report,Primary,Event/Activity at Throwley Way,2002-02-01,2002-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
17df15ff-6d6b-4dc8-854b-43dcd73e0416,ELO13488,Backlog Report,Primary,Event/Activity at Salcott Road,2013-10-08,2013-10-11,Full,"A watching brief was undertaken at 38 Salcott Road, Beddington between the 8th-11th October 2013 by Archaeological Services & Consultancy. The watching brief monitored the footings of new houses which were located over made ground with modern disturbance. The footing trenches for the outbuildings cut through undisturbed topsoil and natural.  No archaeological finds or features were observed.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:1250 using OS MasterMap as a base.
17e25992-0885-4ecc-a321-12d833c3c81f,ELO10135,Backlog Report,Primary,Event/Activity at Cable trench,1994-01-01,1994-11-15,Backlog,No description is currently available for this record.  Awaiting update.,
17ff7a12-b116-4e92-8272-27ef12d463bf,ELO9406,Backlog Report,Primary,Event/Activity at St Andrew's Mews,1997-02-01,1997-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
180bb73e-55e0-4cfc-b750-e103df31efac,ELO17623,Backlog Report,Primary,Desk Based Assessment at Lansdowne Road,2017-07-01,2017-07-31,Full,"Museum of London Archaeology were commissioned to undertake an historic environment assessment  in advance of proposed development at 1 Lansdowne Road and 30-32 Wellesley Road.  The site has a low potential for remains from all periods except the Post Medieval period. There is a moderate potential for remains dating to the Post Medieval period. The footings of four mid-19th Century villas, first shown on the 1868 Ordnance Survey map, might survive on the site.  The site has a low potential to contain significant archaeological assets.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
180cbc52-f93d-4fea-b546-15e9dba7aa88,ELO9740,Backlog Report,Primary,Event/Activity at Cross Street,1998-06-09,1998-11-18,Backlog,No description is currently available for this record.  Awaiting update.,
182077d1-03f4-4fec-8b26-4b532a17f78c,ELO822,Backlog Report,Primary,Desk Based Assessment at Brompton Road Nos. 60-64,2003-01-01,2003-04-01,Full,There is no description for this event,
1829e774-bfb7-49fd-b982-9104807006ab,ELO10105,Backlog Report,Primary,Event/Activity at Gracechurch Street,2001-08-01,2001-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
182a1e9c-fc6a-4664-84a7-1c2cc2937c3c,ELO11049,Backlog Report,Primary,Event/Activity at Tooting High Street,2009-09-18,2009-11-05,Full,An evaluation was carried out at 158-162 Tooting High Street by Compass Archaeology in 2009.  The foundations of an early 19th Century chapel or Mission Hall were exposed along with evidence of later 19th Century housing.  Development during the 20th Century had caused extensive disturbance and truncation. *Natural deposits of sandy clayey silt were observed*,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
182d543e-2922-434e-95b5-953faf6e18d2,ELO17628,Backlog Report - Invisible,Primary,Event/Activity at Grenadier House,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
18393360-6709-4b08-a17f-dd9febd494ff,ELO11500,Backlog Report,Primary,Event/Activity at Norwood Hall,2010-05-01,2010-05-31,Full,A desk based assessment of the area around Norwood Hall was carried out by Compass Archaeology in 2010.  It is unlikely that archaeological remains are present at the site since it was open fields during the Medieval period and has only undergone limited activity since the first half of the 19th Century.  The site lay within the grounds of the Jewish Hospital and Orphanage from 1865 until the 1970s although it remained open playing fields during this period.,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
185d08c3-5be3-48b4-bc2c-e21fc469ba8a,ELO17353,Backlog Report - Invisible,Primary,Event/Activity at Wharfdale Road,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
18878d31-ea75-4c2b-8ef4-ddd26f88de43,ELO10786,Backlog Report,Primary,Event/Activity at Millwall Wharf,1997-01-01,1997-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
189cbccb-301f-44bc-b7df-171feb77f36b,ELO11638,Backlog Report,Primary,Event/Activity at The Park,2011-02-16,2011-02-16,Full,"An evaluation was carried out at 1 The Park by Thames Valley Archaeological Services in 2011.  No archaeological finds, features or deposits were found during the evaluation.  A deep layer of subsoil was found which was unexpected since there is no evidence that the ground level has been artificially built up and no obvious buried soil horizons were present. *Natural deposits of sand containing gravel were observed 1.27m below the ground level.*",A polygon was drawn over the approximate location of the evaluation at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
18a424d6-fc3e-4009-a136-5e54c1773ae2,ELO15591,Backlog Report,Primary,Event/Activity at Forty Hall,2015-07-14,2015-07-19,Full,"Excavations were undertaken at on the site of Elsyng Palace, Forty Hall between the 14th-19th July 2015 by Enfield Archaeology. The excavations revealed more of the demolished faÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â§ade of the palace wall and a probable late addition of a guarderobe in a residential block. The demolition deposits included pottery, Tudor window glass and lead.",A GIS point was created using the central grid reference provided in the report.
