ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
2e5c3271-c837-43b9-8e99-1ee50956a57a,,OASIS ID,preconst1-303722,,,,,,,,,,,,,,,,,,,,,,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,Site Code,SSZ05,Watching Brief,Tower Hamlets,Borough,Current,Primary,,,,03-Jun,Stewart Street,,London,E1,ELO14674,Event - Intervention,Primary,Watching Brief at Steward Street,2005-09-01,2006-07-31,Full,An archaeological watching brief by Thames Valley Archaeological Services between September 2005 and July 2006 at 3-6 Streward/38 brushfield and 46-50 Gun Streets.  The archaeological watching brief monitored two pits. No archaeology was recorded.,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,OASIS ID,thamesva1-36263,,,,,,,,,,,,,,,,,,,,,,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,,,,,,,Alternate,,,,38,Brushfield Street,,,,,,,,,,,,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,OASIS ID,thamesva1-36263,,,,,,,,,,,,,,,,,,,,,,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,,,,,,,Alternate,,,,46-50,Gun Street,,,,,,,,,,,,
2eaad15b-6a8a-4761-8e73-19aac5946b6a,,OASIS ID,thamesva1-36263,,,,,,,,,,,,,,,,,,,,,,
2ef46f7d-22bb-4539-acec-76ed8ca11d93,,Site Code,HAG80,Building Survey,City of London,Borough,Current,Primary,,,,46-47,Aldgate High Street,,London,EC3,ELO16439,Event - Survey,Primary,Building Survey at 46,1980-01-01,1980-12-31,Full,"Standing building recording by the Department of Urban Archaeology at the Hoop And Grapes Public House, 46-47 Aldgate High Street, London EC3 in 1980.  These two timber-framed buildings date from the middle of the 17th Century. During conversion so that no. 47 could expand into the storeys above the ground-floor public house at no. 46 (the Hoop and Grapes), details of the timber-framing were noted. The rear elevation of no. 47, from first floor upwards, was dismantled under the direction of Dr Richard Harris and stored at the Museum of London.",
2ff1725e-3d83-4c03-9557-90d15a1cfe65,,Site Code,GTK05,Watching Brief,Havering,Borough,Current,Primary,Great Tomkyns,,,,Tomkyns Lane,,Upminster,RM14 1TP,ELO6700,Event - Intervention,Primary,Watching Brief at Great Tomkyns,2005-06-28,2005-06-28,Full,A Watching brief was carried out by T Ennis on behalf of Essex County Council Field Archaeology Unit on the 28th June 2005. Two sherds of Medieval pottery were uncovered as well as Post Medieval glass and pottery. No other archaeological features were recorded.  Updated by R Leggett (27th September 2006),
2ff1725e-3d83-4c03-9557-90d15a1cfe65,,OASIS ID,essexcou1-11848,,,,,,,,,,,,,,,,,,,,,,
318fefc0-6aa1-43fb-b2fe-f3d992836ba0,,,,Desk Based Assessment,Ealing,Borough,Current,Primary,,,,44-45,The Mall,,London,W5 3TJ,ELO18320,Event - Interpretation,Primary,Desk Based Assessment at The Mall,2017-11-01,2017-11-30,Full,In November 2017 Archaeology Collective compiled an archaeological desk based assessment of land at the rear of 44 and 45 The Mall. The application site is thought to have been open land until the present houses were constructed in the late 19th Century. Garages have been present on the site since before the First World War. In the Medieval period the site was situated c.1km from the core of Ealing. It was concluded that there is a negligible potential for encountering significant archaeological remains of any period. Extensive development during the early 20th Century is thought to have had a significant impact on any archaeological deposits that may have been present.,A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
32098494-0599-42c9-894e-af7756702509,,OASIS ID,quaterna1-280364,Borehole Survey,Ealing,Borough,Current,Primary,Ealing Studios,,,,Ealing Green,Ealing,London,W5 5EP,ELO17249,Event - Intervention,Primary,Borehole Survey at Ealing Studios,2017-01-01,2017-03-24,Full,"A programme of geoarchaeological fieldwork was carried out by Quaternary Scientific (QUEST) from the University of Reading at Ealing Studios, Ealing Green in February 2017, to monitor a series of geotechnical boreholes and test pits, with subsequent deposit modelling of the sub-surface stratigraphy. Four boreholes, seven window samples and six test pits were excavated.  The results of the investigations revealed a sequence of Lynch Hill Gravel, overlain by a thin (<0.6m thick) and patchily present horizon of silty, clayey sand, and Made Ground. The natural gravels were recorded slightly higher in the eastern part of the site, between 27.40m and 26.98m aOD, sloping slightly downwards to the west, where it was recorded between 27m and 26.60m aOD. The material overlying the Lynch Hill Gravel in eight of the sixteen interventions is predominantly sandy, lacks the features typical of 'brickearth' structure, and contained no evidence of calcium carbonate reprecipitation. On this basis, although a separate unit can be identified overlying the Lynch Hill Gravel at the site, it seems most likely that this unit is the product of disturbance and mixing affecting near surface deposits, and probably incorporating both Lynch Hill material and remnants of the Langley Silt. In addition, these deposits are thin, patchily present, and are probably truncated in places by the overlying Made Ground. The Palaeolithic archaeological potential of the site is therefore considered to be negligible, and no further investigation of these sediments is recommended.",
32098494-0599-42c9-894e-af7756702509,,OASIS ID,quaterna1-280364,Test Pit,,,,,,,,,,,,,,,,,,,,,
32aa48bc-1f7b-4545-967a-49638257239b,,,,Desk Based Assessment,Greenwich,Borough,Current,,,,,,,,,,ELO8777,Event - Interpretation,Primary,Desk Based Assessment at Greenwich Reach,1997-05-01,1997-05-31,Full,"An archaeological appraisal was conducted by Ove Arup and Partners on the Greenwich Reach site at Thames Street, Greenwich.  Utilising the earlier study be Pre-Construct Archaeology (ELO8776) the contractor indicated that artefactual evidence from the Mesolithic to Post Medieval period had been recorded from the vicinity of the site. Structural evidence is not apparent before the Post Medieval era. It is possible that relict landscapes and structures from the Neolithic onwards may be present on the site, although many of these may be of an insubstantial nature; i.e. fish traps etc.  The palaeoarchaeological potential, by analogy with sites in similar locations within the flood plain, will be high. It is possible that palaeochannels associated with the Thames or Ravensbourne may be present, but masked by deposits of alluvium. The site is considered to have a high potential for palaeolandscape features or artefacts of the Prehistoric period.  The contractor considered the site to have a low potential for Roman period features, and a low to moderate potential for finds and features dated to the Saxon and Medieval periods. If present these are likely to be river defences, and/or drainage systems. The contractor considered the site to have high potential for finds or features dated to the Post Medieval period.",
330921d6-0347-40f1-9901-186d63ad608a,,,,Evaluation,Kingston upon Thames,Borough,Current,,,,,,,,,,ELO17375,Event - Intervention,Primary,Evaluation at Land at Ashdown Road,2016-08-15,2016-08-22,Full,"An archaeological evaluation was carried out on land at Ashdown Road, Kingston Upon Thames, London by Pre-Construct Archaeology Ltd in advance of development.  Natural deposits of gravel overlain by brickearth were identified in all trenches across the evaluation area. Variations in the upper level of the gravel might suggest this to have a slightly undulating upper boundary, with a slight depression in the centre of the site. The survival of brickearth varied across the trenches with only thin deposits noted in the far north and south of the site, which might indicate horizontal truncation in these areas.  Late med/early Post Medieval features and horizons were noted in the north of the evaluation area in the form of a quarry pit and in the southern trenches as soil horizons.  Later Post Medieval features were recorded within the majority of the trenches and largely comprised brick walls on concrete foundations relating to the later 19th and 20th Century development of the site. Construction of this date appears to have impacted the northern parts of the site to a greater extent with evident disturbance of natural horizons. Where such features were noted in the southern trenches however, the impact was seen to be severe but localised.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
3359b626-8455-4156-8f21-6afcd43aaccf,,Site Code,BRD11,Evaluation,City of London,Borough,Current,Primary,,,,04-Jun,Broadgate,,London,EC2,ELO16993,Event - Intervention,Primary,Evaluation at 5 Broadgate,2011-10-03,2011-11-04,Full,"An archaeological evaluation by Museum of London Archaeology at 5 Broadgate (formerly 4-6 Broadgate), City of London EC2 from October to November 2011.  Archaeological survival comprised structures and deposits representing four general phases of activity from the late Medieval to the late Post Medieval period. This comprised open land from the late Medieval period (15th/16th Century), a 17th Century drain, 18th Century walls as part of the residential and commercial development of the area, and the 19th Century goods yard of Broad Street Station.  *Natural brickearth was recorded at heights of between 10.53m and 10.85m OD*",
3359b626-8455-4156-8f21-6afcd43aaccf,,,,,,,,Alternate,,,,5,Broadgate,,,,,,,,,,,,
33d99205-ec41-47a2-8f00-8f561122db49,,,,Desk Based Assessment,Bexley,Borough,Current,Primary,Welling School,,,,Elsa Road,,Welling,DA16 1LB,ELO17209,Event - Interpretation,Primary,Desk Based Assessment at Welling School Grounds,2007-04-16,2007-04-16,Full,"A Desk-based assessment of the archaeological potential for Welling School Grounds, Elsa Road, in the  London Borough of Bexley. The assessment has been carried out followinf the guidelines issues by English Heritage, and standards specified by the Institue of Field Archaeology.  There is moderate potential for the presence of Prehistoric remains on the site as archaeological  investigations in the area encountered a possible Bronze Age settlement near Watling Street, as well  as the Palaeolithic animal bones and Neolithic axe both found north of the site.   There is a very high potential of Roman remains with three whole pots recovered from the site.   There is low probability of Saxon remains on the site, because no Saxon activity has been encountered in the nearby area.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
34ab3651-fdef-4069-93ad-4264518f904c,,,,Desk Based Assessment,Camden,Borough,Current,Primary,The Hoxton Hotel,,,199-206,High Holborn,,London,,ELO17569,Event - Interpretation,Primary,Desk Based Assessment at The Hoxton Hotel,2017-01-01,2017-01-31,Full,"In January 2017 Indigo Planning was commissioned to undertake a Planning and Heritage Statement at The Hoxton Hotel. 199-206 High Holborn.  The Hoxton Hotel is a boutique hotel that opened in 2014. The application seeks to increase hotel capacity by 46 rooms through the development of a part four, six part storey extension to the rear. A single storey mansard extension over the existing Newton Street wing is also proposed.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
34ed6261-c47b-48ed-ba3a-1315dc8f6c75,,,,Desk Based Assessment,City of Westminster,Borough,Current,Primary,Covent Garden Market,,,,The Piazza,,London,WC2,ELO17794,Event - Interpretation,Primary,Desk Based Assessment at Covent Garden Market,2002-10-01,2002-10-31,Full,"In October 2002 a Desk Based Assessment by the Museum of London Archaeology Service for Covent Garden Market WC2 was commissioned. The proposed development comprised the partial refurbishment of the Grade II* listed Market Building which included using the basement in the north-east corner as a refuse store.  The report shows that the site lies within the remains of the 7th-9th Century Saxon mercantile settlement ofLundenwic. A number of test pits dug for engineering purposes were monitored and recorded by an archaeologist. These established natural brickearth had been truncated by c O.50m by the current basements and thus any Saxon, Medieval or later horizontal deposits will also have been removed. Potential archaeological deposits and features consist. in summary. of Sax on cut features including pits, wells, burials.  The report concludes that any below ground excavation should be subject to an archaeological watching brief",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
356ce45a-555a-48fb-aff6-7e2eae8c9aae,,,,Desk Based Assessment,Hounslow,Borough,Current,Primary,Southall Lane Waste Depot,,,,Southall Lane,,Southall,UB2 5XQ,ELO17517,Event - Interpretation,Primary,Desk Based Assessment at Waste Depot,2016-05-01,2016-05-31,Full,"In May 2015 AECOM was commissioned to undertake an archaeological desk based assessment at a site off of Southall Lane in Hounslow, north west London.  The report concludes that previous investigations would imply that there is a high potential for Prehistoric and Early Medieval remains and a medium potential for Roman, Medieval and postMedieval remains across the study area. However, historic mapping indicates that the Western International Market extended into the proposed development boundary.  The construction of the market will likely have destroyed any previously unrecorded archaeological remains in the affected areas. No evidence of archaeological deposits was identified during recent archaeological watching brief of the geotechnical investigations conducted by Pre-Construct Archaeology in March 2016. Therefore, the archaeological potential is considered to be low.",A GIS Polygon was created over the approximate location of the site using OS MasterMap as a map base at 1:1250
37b0dc06-a07c-4d06-9006-f46596331973,,,,Desk Based Assessment,City of Westminster,Borough,Current,Primary,,,,19,Motcomb Street,Belgravia,London,,ELO18117,Event - Interpretation,Primary,Desk Based Assessment at Pantechnicon,2017-05-01,2017-05-31,Full,"An addendum to the Heritage statement carried out at the Pantechnicon, 19 Motcomb Street, Belgravia, Westminster by Alan Baxter Limited in January 2016, in May 2017",
37e69126-49b4-4401-81b4-69f1a81fba2c,,Site Code,XTB12,Excavation,City of London,Borough,Current,Primary,,,,11-Dec,Blomfield Street,,London,EC2,ELO16935,Event - Intervention,Primary,"Excavation at Crossrail C257 Archaeology Central, Blomfield Box Site",2013-03-04,2014-01-23,Full,"An archaeological excavation and watching brief (XTB12) by Museum of London Archaeology between the 4th March, 2013, and the 23rd January, 2014, at 11-12 Blomfield Street, City of London, EC2.  This archaeological fieldwork has confirmed the initial evaluation assessment that during the Roman period or earlier the Walbrook stream ran north-south across the site, becoming more shallow and marsh-like to the east. Later Roman activity, probably from the 2nd-3rd Centuries AD, consisted of probable refuse disposal, possibly in a gradual attempt at land reclamation. Medieval activity seems to have been limited to the eastern edge of the site, in the form of drainage channels. Late 19th/early 20th Century brickwork and rail lines, probably from Metropolitan Line construction were uncovered under the former basement of 11-12 Blomfield Street.  The archaeological work on site consisted of three separate interventions: an excavation in the area of the grout shaft, a targeted watching brief on the area of the main box, and a general watching brief during ground reduction of the rest of the site.  The excavation of the grout shaft area was done in two phases to record a full east-west profile across the shaft. The intention of this excavation was to explore the results seen in the evaluation, which uncovered the eastern edge of the main channel of the Walbrook. During the excavation, the channel was successfully recorded across the width of the trench. Natural sand and gravels were seen at the base (106.60m ATD) followed by a sequence of slow sedimentation, an early Roman marsh, quick episodes of sedimentation caused by flooding, and then Roman reclamation in the late 2nd Century topped by further marshy deposits combined with more Roman dumping/reclamation.  The targeted watching brief in the south-west portion of the main box recorded a probable continuation of the width of the Walbrook channel, filled with Roman reclamation dumping, and containing a later Roman ditch.  In the south-east corner of the site, the targeted watching brief recorded natural terrace gravels at a much higher level (108.33m ATD) than in the grout shaft, suggesting this would have been dryer ground near the edge of the Walbrook. An east-west running ditch cut into the subsoil and underlying natural terrace gravels is dated to the 11th/12th Century by pottery found within the fills. This was in turn cut by a north-south running ditch. These may represent Medieval attempts to drain the higher ground to the east into the Walbrook that ran along the western edge of the site.  The general watching brief on ground reduction across the rest of the site revealed late 19th/early 20th Century brickwork and rail lines in the northern portion of the site, probably from the Metropolitan Line.  *Natural gravels were observed at between 6.6m OD and 8.3m OD.*",
37e69126-49b4-4401-81b4-69f1a81fba2c,,,,Watching Brief,,,,,,,,,,,,,,,,,,,,,
38757cdb-ee3c-48bf-a07f-0778f5abce04,,Site Code,MNS95,Watching Brief,City of London,Borough,Current,Primary,,,,08-Oct,Mansion House Place,,London,EC4,ELO16847,Event - Intervention,Primary,Watching Brief at Mansion House Place ,1997-12-01,1998-02-28,Full,"A watching brief was carried out at 8-10 Mansion House Place by the Museum of London Archaeology Service between December 1997 and February 1998.   The method of construction of the The method of construction of the new office building involved relatively limited groundworks, and included the retention of the existing double-basement envelope, but with the addition of some new pile-caps and small diameter piles. Limited areas of the existing sub-basement slab were broken out by the contractor (John Mow/em & Company PLC) in order to allow the insertion of the new piles and construction of the new pile-caps. A Museum of London Archaeology Service archaeologist made regular visits to the site during construction and observed that only natural gravel and the underlying natural London Clay were disturbed by the groundworks.  The work confirms that horizontally stratified archaeological deposits do not survive beneath the double-basement envelope and associated lightwell area at 8-10 Mansion House Place, and can now also confirm that the entire redevelopment area had been subject to this level of truncation in 1961. It should be noted however that the absence of any evidence of archaeological cut features within the areas observed does not entirely preclude the possibility of such features existing elsewhere within the site boundaries.  *Truncated Gravels were observed at 6.9m OD.*",
38cbb9eb-1d95-4e38-8cc0-2c344463f7b6,,,,Desk Based Assessment,Hillingdon,Borough,Current,Primary,Randalls Department Store,,,07-Sep,Vine Street,,Uxbridge,UB8 1RS,ELO17512,Event - Interpretation,Primary,Desk Based Assessment at Randalls Department Store,2016-09-01,2016-09-30,Full,"In September 2016 CgMs Consulting compiled an archaeological desk based assessment of Randalls Department Store.   It was suggested that the development on the northern part of the site during the 20th Century has had a widespread and negative impact on below ground archaeological deposits. Severe truncation and the removal of archaeological assets is thought to have occurred during terracing to create building platforms for Randalls Department Store. Therefore there is thought to be low archaeological potential.   There are a high number of Prehistoric find spots in the immediate environs of the site, largely dating to the Bronze to Early Iron Age. Consequently there is thought to be a moderate potential or Prehistoric archaeological remains. The focus of settlement during the Medieval period was 250m north of the site therefore it is thought that the only Medieval remains possibly remaining on the site would have been associated with agriculture or land division.  There is thought to be allow potential for Medieval remains, as with all other periods excluding the Prehistoric.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
39028463-24d9-47ee-b6c6-148a1fcd7283,,Site Code,GM117,Watching Brief,City of London,Borough,Current,Primary,St Michael's House,,,01-Feb,St Michael's Alley,,London,EC3,ELO16102,Event - Intervention,Primary,Watching Brief at St Michael's House,1932-01-01,1932-12-31,Full,"An archaeological watching brief by the Guildhall Museum at 1-2 St Michael's Alley, City of London, EC3 in 1932.  Two ragstone walls 5ft thick and another 3ft thick to the east of them were found crossing the site north to south. They seemed to belong to a series of Roman rooms and a colonnade overlooking the forum from the west. The foundations cut through an occupation layer and rubbish pit of middle or late 1st Century date. Several walls of chalk rubble with occasional pieces of ragstone, flint and brick, in poor light brown mortar, were recorded on the west half of the site. Their thicknesses were not recorded, though one was over 2ft 3in wide. They aligned with or were at right angles to St Michael's Alley, and at the west end of the site was a 16th Century cellar floor and associated walls, at a depth of 19ft below the Alley. This was dated by associated pottery and shoe fragments.",
3942e5ac-1096-4c40-a303-5e3a64fe0d2e,,Site Code,PMN17,Watching Brief,Camden,Borough,Current,,,,,,,,,,ELO17910,Event - Intervention,Primary,Watching Brief at Parliament Hill Hampstead London,2017-07-06,2017-07-12,Full,"Compass Archaeology conducted a watching brief during groundworks carried out on the summit of Parliament Hill to improve drainage. The works comprised four linear trenches between 250mm and 850mm deep, and predominantly 250mm wide.  In the central trench, Trench 2, linear feature [208] crossed the trench on a SW-NE alignment, approximately 160mm deep. The feature appeared to end as a rounded terminus at the SW end and contained 72 sherds of Late-Bronze Age / Early Iron Age pottery and two worked flints. The feature lies within a wider Prehistoric landscape and may prove of considerable significance if subjected to further investigation. Other periods represented included two fragments of Roman ceramic building material; one box flue tile and the other a possible tegula roof tile or alternatively a repurposed box flue tile.  In addition an area of brick surface immediately below existing ground level built from early-20th Century material bearing the 'Phorpres' stamp and interpreted as a potential platform to house a truck-mounted anti-aircraft gun, or arc light during the First World War, or some form of beacon to commemorate the coronation of Queen Elizabeth II in 1953.",
3942e5ac-1096-4c40-a303-5e3a64fe0d2e,,OASIS ID,compassa1-289422,,,,,,,,,,,,,,,,,,,,,,
3942e5ac-1096-4c40-a303-5e3a64fe0d2e,,,,Metal Detecting Survey,,,,,,,,,,,,,,,,,,,,,
3942e5ac-1096-4c40-a303-5e3a64fe0d2e,,OASIS ID,compassa1-289422,,,,,,,,,,,,,,,,,,,,,,
395978db-d71a-4e71-80b9-bc33d2930941,,Site Code,GRC95,Watching Brief,City of London,Borough,Current,Primary,,,,85,Gracechurch Street,,London,EC3,ELO16876,Event - Intervention,Primary,Watching Brief at 85 Gracechurch Street,1995-08-01,1995-08-31,Full,"An archaeological watching brief by Museum of London Archaeology Service at 85 Gracechurch Street, EC3 in 1995.  The nature of the test pits monitored has resulted in little archaeological material being either revealed recorded during the investigation. However, indications from the two test pits where deposits were seen (grey silty clay with brickearth and charcoal intrusions with pottery and ceramic building material of likely 1st or 2nd Century AD date) suggest that Roman stratigraphy is likely to be encountered all across the site.",
3b656bec-7628-4327-b8fa-6bc3fffc788a,,,,Borehole Survey,Greenwich,Borough,Current,,,,,,,,,,ELO14334,Event - Intervention,Primary,Borehole Survey at Alcatel-Lucent Submarine Networks,2003-06-01,2003-06-30,Full,"A window sampling survey was undertaken at the Alcatel-Lucent Telegraph Works, by Merebrook Consulting in November of 2012.",
3bb3acab-0a6d-44a5-85d3-c4a0c5cdb01c,,Site Code,BDH90,Field Observation (Monitoring),City of London,Borough,Current,Primary,,,,48,Upper Thames Street,,London,EC4,ELO16590,Event - Intervention,Primary,Field Observation (monitoring) at Warner House,1990-02-01,1990-02-28,Full,The survey of excavated test-pits by the Department of Urban Archaeology at 48 Upper Thames Street in February 1990.  Land reclamation deposits probably of Medieval date were recorded.,
3bd9b1f0-3c78-403f-ac6b-51b44ff1f792,,Site Code,BHC02,,City of London,Borough,Current,Primary,Moor House,,,1,London Wall,,London,EC2,ELO16588,Event - Intervention,Primary,Watching Brief at Moor House to Beech Street and 1 London Wall to Fore Street Cable Trench,2002-11-12,2003-01-24,Full,"An archaeological watching brief by the Museum of London Archaeological Service, November 2002-January 2003 on a cable trench from Moor House to Beech Street and No 1 London Wall to Fore Street, London EC2.   Special attention was paid to work carried out across the top of Noble Street and along Wood Street where the trench passed over the line of the Roman and Medieval City Wall and the Roman Cripplegate Fort.  A series of large blocks of masonry were recorded in the trench as it crossed Wood Street; these may be the remains of the Medieval gatehouse of the City wall. A causeway was also found extending out from the wall. Evidence was recorded for the Roman footings of the wall and the later Medieval footings, the latter probably associated with the rebuilding and strengthening of the wall. No further archaeological deposits were observed along the length of the trench.  *Natural deposits were not recorded in the trench*",
3bd9b1f0-3c78-403f-ac6b-51b44ff1f792,,,,,,,,Alternate,,,,,London Wall,,,,,,,,,,,,
3c079f4a-33dc-4162-80b8-df63d7f18bc5,,Site Code,CTI14,Watching Brief,Islington,Borough,Current,Primary,White Collar Factory,,,100,City Road,,London,EC1,ELO17361,Event - Intervention,Primary,Watching Brief at White Collar Factory,2015-03-01,2015-10-31,Full,"From March to October 2015 Museum of London Archaeology was commissioned to undertake an archaeological watching brief at White Collar Factory, 100 City Road.  In accordance with the Written Scheme of Investigation, the watching brief monitored  ground reduction for double and triple basements, and the replacement of existing basement slabs,  in order to identify and record any archaeological deposits that might survive.  The existing slabs and earlier foundations heavily truncated the natural geology: terrace sands and  gravels, with brick earth in the north-western part of the site (Zones A to C). This occurred at  heights of c 13.0 to 16.1m OD.  No archaeological deposits were present.",
3c079f4a-33dc-4162-80b8-df63d7f18bc5,,OASIS ID,molas1-236992,,,,,,,,,,,,,,,,,,,,,,
3c33c8fc-e34f-43b5-a792-306b3fe1cf8e,,Site Code,"OL-02507, OL-04507, OL-04607, OL-4707, OL02207, OL",Building Survey,Newham,Borough,Current,,,,,,,,,,ELO8672,Event - Survey,Primary,Building Survey at Northern Outfall Sewer And Associated Structures,2007-03-01,2007-11-01,Full,"The Museum of London Archaeology Service and Pre-Construct Archaeology were commissioned by the Olympic Delivery Authority to analyse and record the Northern Outfall Sewer and its functionally and structurally associated structures. The sewer and structures were to be removed or altered in order to redevelop the site. The investigation of the structures took place periodically from March through to November 2007. The section of Northern Outfall Sewer which falls within the Olympic development site includes with the Greenway Bridge over the River Lea, the Greenway Bridge over Marshgate Lane and Pudding Mill Lane, the Pedestrian Subway, Abbey Lane Pedestrian Bridge, the Pedestrian Bridge spanning the Channelsea River and the Pedestrian Viaduct of the Outfall Sewer. These elements were recorded, researched and analysed.  The oldest structural remains date to the initial outfall sewer construction period of the late 1850s and early 1860s. The construction of the sewer was triggered by a series of public health crises in London, culminating in the 'Big Stink of London' in the late 1850s, and occurred as a direct result of the formation of the Metropolitan Board of Works. Their head engineer, Joseph Bazalgette, oversaw the construction of the sewer. The rising population of the area served by the sewer over the following decades necessitated the 1904-05 expansion of the section from Old Ford to Barking by two extra sewer pipes on the northern side. The following years saw little in the way of major alteration, being a period of maintenance and repair rather than large scale works. The years 1940-41 saw the sewer become a casualty of German bombs, but despite numerous hits little real damage was done and the structure was repaired. The post-war period saw very little change for the sewer until the late 1980s, when efforts to construct and maintain green areas in and around London resulted in the renovation of the footpath on the sewer embankment to create the Greenway, a footpath and cycle route.",
3c33c8fc-e34f-43b5-a792-306b3fe1cf8e,,,,,Tower Hamlets,Borough,Current,,,,,,,,,,,,,,,,,,
3c6f8ff9-62a6-4699-be4e-fe95e5bee3ec,,Site Code,SCU01,Evaluation,City of London,Borough,Current,,,,,,,,,,ELO15223,Event - Intervention,Primary,"Evaluation at North Churchyard, St Sepulchre Newgate",2001-10-24,2001-10-29,Full,"An archaeological evaluation by Museum of London Archaeology Service between the 24th and 29th October, 2001, on the site of the North Churchyard, St Sepulchre Church, Snow Hill, Holbom Viaduct.  Three evaluation trenches were excavated outside the buildings and the intention was to dig two inside. Trench 1 inside had already been moved away from its intended location against the wall of the building for structural reasons. However, while breaking out the concrete slab within the northern range, the pre-existing cracks in the walls were opening to a noticeable degree. Work ceased until a structural engineer examined the building, after which no further breaking was permitted. This meant that it was not possible to complete Trench 1 and no attempt was made to excavate Trench 2. Trench 3 had to be moved from its original position due to the presence of a live drain.  The results of the field evaluation were limited by the problems encountered with the stability of the northern range. However, the evaluation determined that the likely level at which burials would commence within the churchyard was c 16.7m OD.  *The natural was not reached.*",
3c8c1d2a-567a-474c-bec5-108d3aad10f1,,Site Code,CSD12,Watching Brief,City of London,Borough,Current,,,,,,,,,,ELO15109,Event - Intervention,Primary,Watching Brief at Cannon Street,2012-01-03,2012-01-18,Full,"An archaeological watching brief by Museum of London Archaeology between the 3rd and 18th January on Cannon Street near Dowgate Hill, City of London.  The excavation of a dropshaft to facilitate the installation of a 9"" connection pipe was monitored.  Modern service works truncated the top area of the trench to a depth of 2.5m BGL. The west section was truncated to 5.3m below the existing road surface. Archaeological deposits were recorded in the north, south and east sections of the dropshaft.  A demolition dump layer, backfilling what appears to be an early Post Medieval cellar wall was observed along the east section of the trench to the north and south. Primary and Secondary burnt soil horizons and a large fragments of a demolished or redeposited brick-earth wall possibly dating to the Hadrianic period were observed overlying floor surfaces and a probable hearth feature interpreted as the remnants of an early first to mid second Century Roman dwelling. A robber trench was also observed in the eastern section which may also date to the Roman period.  *The natural brick-earth was observed from 5.75m OD to 3.6m OD.*",
3d42e35d-9842-4f42-876d-d0383d188a39,,Site Code,FH93,Excavation,Enfield,Borough,Current,Primary,Forty Hall Lawn,,,,Forty Hill,,Enfield,,ELO7496,Event - Intervention,Primary,Excavation at Forty Hall Lawn,1993-08-01,1993-09-30,Full,Enfield Archaeological Society carried out an excavation at Forty Hall Lawn in August/September 1993.  A north to south running ditch was uncovered  of an unknown date. No finds were recovered.  Ditch is believed to be earlier then garden features associated with 17th Century house.,
3df7c89f-0dca-4716-8693-10e5d299ab24,,Site Code,PFD16,Excavation,City of Westminster,Borough,Current,Primary,,,,1,Penfold Place,,London,NW1 6RJ,ELO17641,Event - Intervention,Primary,Excavation at Penfold Place,2016-09-16,2016-09-16,Full,"Evaluation carried out by Museum of London Archaeology at 1 Penfold Place, Westminster in September 2016.  The evaluation found a significant amount of reworked or redeposited alluvial clays and brickearth underlying the archaeological features and deposits, from the surrounding alluvial environment of the Wentworth and Tyburn rivers. Two distinct phases of building were identified on the site, the earliest from the late 18th or early 19th Century and the second post dating the second half of the 19th Century Century. The earliest structural remains on site comprised a brick built culvert with York stone and brick roof. The later phase of development on site was characterised by late 19th Century footings and foundations, some built on concrete bases. A made ground deposit was present across site, and dated to the second half of the 19th Century by recovered finds of ceramics and glass ware. This included glass scent or apothecary bottles and range of everyday wares, including yellow ware, stone ware and combed slip ware.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
3df7c89f-0dca-4716-8693-10e5d299ab24,,OASIS ID,molas1-263362,,,,,,,,,,,,,,,,,,,,,,
3f0551e0-c056-47c7-a8cc-4b82f25027d4,,,,Aerial Photograph Interpretation,Havering,Borough,Current,Primary,Chapman's Farm,,,,Hall Lane,,Upminster,RM14 1UA,ELO541,Event - Interpretation,Primary,Aerial Photograph Interpretation at Chapman's Farm,2000-12-01,2000-12-30,Full,"This appraisal has demonstrated that aerial photographs contain evidence for natural, agricultural and possible cut features. There is an indication that the land was ploughed in the Medieval and probably also in the Post Medieval periods.",
3f0551e0-c056-47c7-a8cc-4b82f25027d4,,,,,Essex,County,Former,,,,,,,,,,,,,,,,,,
